,Unnamed: 0_x,bike_station_location,name,main_category_x,address,price,rating,review_count,status,distance_away_x,Unnamed: 0_y,main_category_y,distance_away_y,Unnamed: 0,latitude,longitude,num_of_bikes
64,465,"45.56282546,-122.6747467",Sweedeedee,Breakfast & Brunch,5202 N Albina Ave,$$,4.0,558,Open,256.4837377526885,234,Café,253,23,45.56282546,-122.6747467,3
65,470,"45.56282546,-122.6747467",Saraveza,"Beer, Wine & Spirits",1004 N Killingsworth St,$$,4.0,302,Open,191.3858128640373,233,Wine Bar,189,23,45.56282546,-122.6747467,3
66,472,"45.56282546,-122.6747467",Victoria,Cocktail Bars,4835 N Albina Ave,$$,4.0,252,Open,534.2762494352804,239,Cocktail Bar,520,23,45.56282546,-122.6747467,3
67,488,"45.5286366,-122.6820195",The Star,Pizza,1309 NW Hoyt St,$$,4.0,350,Open,255.44719483658983,248,Bar,257,24,45.5286366,-122.6820195,0
68,501,"45.5282777,-122.6766282",Deschutes Brewery Portland Public House,Brewpubs,210 NW 11th Ave,$$,4.0,3487,Open,575.9719562859005,259,Bar,588,25,45.5282777,-122.6766282,0
69,525,"45.53211645,-122.6986304",Breakside Brewery,American (Traditional),1570 NW 22nd Ave,$$,4.0,373,Open,256.4276184253705,263,Beer Bar,262,26,45.53211645,-122.6986304,0
70,540,"45.5475928,-122.6667604",Eem,Cocktail Bars,3808 N Williams Ave,$$,4.5,975,Open,350.98580151264326,273,Cocktail Bar,344,27,45.5475928,-122.6667604,11
71,541,"45.5475928,-122.6667604",Life of Pie Pizza,Pizza,3632 N Williams Ave,$$,4.5,872,Open,201.1715861435978,272,Pizzeria,207,27,45.5475928,-122.6667604,11
72,562,"45.5027677,-122.6714408",Dough Zone - Downtown Portland,Dim Sum,1910 S River Dr,$$,4.0,604,Open,602.1749837907536,289,Dumpling Restaurant,600,28,45.5027677,-122.6714408,2
73,583,"45.52914205,-122.6987028",Salt & Straw,Ice Cream & Frozen Yogurt,838 NW 23rd Ave,$$,4.5,4207,Open,46.51554249860787,290,Ice Cream Parlor,39,29,45.52914205,-122.6987028,1
74,602,"45.54998583,-122.6756573",Stormbreaker Brewing,Breweries,832 N Beech St,$$,4.0,421,Open,73.10049376863972,303,Bar,52,30,45.54998583,-122.6756573,11
75,620,"45.55076344,-122.6668663",Eem,Cocktail Bars,3808 N Williams Ave,$$,4.5,975,Open,26.114949748558622,310,Cocktail Bar,26,31,45.55076344,-122.6668663,2
76,623,"45.55076344,-122.6668663",Life of Pie Pizza,Pizza,3632 N Williams Ave,$$,4.5,872,Open,154.6710418582625,312,Pizzeria,146,31,45.55076344,-122.6668663,2
77,632,"45.55076344,-122.6668663",XLB,Noodles,4090 N Williams Ave,$$,3.5,476,Open,274.1795310426696,319,Chinese Restaurant,274,31,45.55076344,-122.6668663,2
78,642,"45.54107815,-122.6769716",Bernstein's Bagels,Bagels,816 N Russell St,$,4.5,121,Open,159.42340835674167,321,Sandwich Spot,153,32,45.54107815,-122.6769716,0
79,660,"45.52142066,-122.6726291",Lechon,Tapas Bars,113 SW Naito Pkwy,$$$,4.5,1825,Open,145.89517886734097,331,American Restaurant,146,33,45.52142066,-122.6726291,0
80,667,"45.52142066,-122.6726291",Portland Burger,Burgers,304 SW 2nd Ave,$$,4.5,629,Open,114.7446729353789,330,Beer Bar,120,33,45.52142066,-122.6726291,0
81,677,"45.52142066,-122.6726291",Killer Burger,Burgers,510 SW 3rd Ave,$$,4.0,878,Open,279.27398186130773,335,Bar,286,33,45.52142066,-122.6726291,0
82,684,"45.52279251,-122.6840124",Mediterranean Exploration Company,Mediterranean,333 NW 13th Ave,$$,4.5,951,Open,308.0190793444607,348,Mediterranean Restaurant,301,34,45.52279251,-122.6840124,2
83,685,"45.52279251,-122.6840124",Deschutes Brewery Portland Public House,Brewpubs,210 NW 11th Ave,$$,4.0,3487,Open,263.4149948630609,347,Bar,250,34,45.52279251,-122.6840124,2
84,701,"45.50910258,-122.6735169",Dough Zone - Downtown Portland,Dim Sum,1910 S River Dr,$$,4.0,604,Open,136.68299966291326,353,Dumpling Restaurant,137,35,45.50910258,-122.6735169,2
85,707,"45.50910258,-122.6735169",Murata Restaurant,Japanese,200 SW Market St,$$,4.5,394,Open,492.8195480200672,357,Sushi Restaurant,499,35,45.50910258,-122.6735169,2
86,722,"45.5123205,-122.6789108",Murata Restaurant,Japanese,200 SW Market St,$$,4.5,394,Open,70.41723996344861,361,Sushi Restaurant,52,36,45.5123205,-122.6789108,1
87,740,"45.50473239,-122.62528",Cibo,Italian,3539 SE Division St,$$,4.0,541,Open,194.7699284653434,372,Pizzeria,199,37,45.50473239,-122.62528,3
88,741,"45.50473239,-122.62528",Ava Gene's,American (New),3377 SE Division St,$$$,4.0,733,Open,344.89971812812155,375,Italian Restaurant,352,37,45.50473239,-122.62528,3
89,744,"45.50473239,-122.62528",Little Beast Brewing Beer Garden,Breweries,3412 SE Division St,$$,4.0,120,Open,308.0538995971474,373,Beer Bar,304,37,45.50473239,-122.62528,3
90,752,"45.50473239,-122.62528",Lauretta Jean's,Bakeries,3402 SE Division St,$,4.0,576,Open,324.5246224057273,374,Bakery,322,37,45.50473239,-122.62528,3
91,758,"45.50473239,-122.62528",Division Wines,"Beer, Wine & Spirits",3564 SE Division St,$$,5.0,108,Open,139.5487110916031,371,Liquor Store,141,37,45.50473239,-122.62528,3
92,760,"45.54830706,-122.6136768",Noho's Hawaiian Cafe,Hawaiian,4627 NE Fremont St,$$,4.0,374,Open,145.0999826052896,382,Café,147,38,45.54830706,-122.6136768,0
93,766,"45.54830706,-122.6136768",Hi-Top Tavern,Bars,5015 NE Fremont St,,4.5,59,Open,223.38920660405967,384,Cocktail Bar,228,38,45.54830706,-122.6136768,0
94,779,"45.54830706,-122.6136768",Jim & Patty's Coffee,Coffee & Tea,4951 NE Fremont St,$$,4.0,268,Open,169.12662463909533,381,Café,157,38,45.54830706,-122.6136768,0
95,780,"45.51189243,-122.6113057",Sapphire Hotel,Lounges,5008 SE Hawthorne Blvd,$$,4.5,487,Open,4.75146695976608,391,Cocktail Bar,6,39,45.51189243,-122.6113057,8
96,782,"45.51189243,-122.6113057",Apizza Scholls,Pizza,4741 SE Hawthorne Blvd,$$,4.0,1735,Open,144.60077712731854,392,Pizzeria,143,39,45.51189243,-122.6113057,8
97,792,"45.51189243,-122.6113057",East Side Delicatessen,Delis,4626 SE Hawthorne Blvd,$,4.0,408,Open,255.19131250342485,397,Deli,250,39,45.51189243,-122.6113057,8
98,797,"45.51189243,-122.6113057",Space Room Lounge,Lounges,4800 SE Hawthorne Blvd,$,3.5,222,Open,123.9365781691392,395,Lounge,122,39,45.51189243,-122.6113057,8
99,798,"45.51189243,-122.6113057",Zach's Shack,Fast Food,4611 SE Hawthorne Blvd,$,3.5,270,Open,276.4460491191375,398,Hot Dog Joint,275,39,45.51189243,-122.6113057,8
100,820,"45.52642975,-122.6347187",Pambiche,Cuban,2811 NE Glisan St,$$,4.0,1635,Open,172.97883053644782,411,Ice Cream Parlor,171,41,45.52642975,-122.6347187,1
101,821,"45.52642975,-122.6347187",Stammtisch,German,401 NE 28th Ave,$$,4.5,517,Open,217.30705399221785,413,Gastropub,213,41,45.52642975,-122.6347187,1
102,826,"45.52642975,-122.6347187",Dove Vivi,Pizza,2727 NE Glisan St,$$,4.0,578,Open,222.63912159993865,415,Pizzeria,209,41,45.52642975,-122.6347187,1
103,844,"45.50523618,-122.6121104",Petite Provence,French,4834 SE Division St,$$,4.0,701,Open,33.80719020307691,420,Bakery,24,42,45.50523618,-122.6121104,1
104,860,"45.56267617,-122.6946044",Mee Dee Thai Cuisine,Thai,2731 N Killingsworth St,$$,4.0,132,Open,64.54493507105701,431,Thai Restaurant,62,43,45.56267617,-122.6946044,0
105,862,"45.56267617,-122.6946044",The Old Gold,Bars,2105 N Killingsworth St,$$,4.0,201,Open,429.3307333346807,433,Whisky Bar,427,43,45.56267617,-122.6946044,0
106,863,"45.56267617,-122.6946044",Backyard Social,Venues & Event Spaces,1914 N Killingsworth St,$$,4.5,112,Open,607.1177164855695,439,Beer Garden,605,43,45.56267617,-122.6946044,0
107,865,"45.56267617,-122.6946044",Mio Sushi,Sushi Bars,2735 N Killingsworth St,$$,3.5,165,Open,66.84099268965186,432,Sushi Restaurant,68,43,45.56267617,-122.6946044,0
108,866,"45.56267617,-122.6946044",Blend Coffee Lounge,Coffee & Tea,2710 N Killingsworth St,$,4.5,127,Open,21.322425586643,430,Coffee Shop,23,43,45.56267617,-122.6946044,0
109,874,"45.56267617,-122.6946044",Madrona Hill Cafe,Bakeries,5937 N Greeley Ave,$,4.5,65,Open,409.3433525673883,435,Bakery,407,43,45.56267617,-122.6946044,0
110,882,"45.53893649,-122.6432884",Blossoming Lotus,Vegan,1713 NE 15th Ave,$$,4.5,1305,Open,701.1221632330085,449,Vegan and Vegetarian Restaurant,695,44,45.53893649,-122.6432884,2
111,889,"45.53893649,-122.6432884",Twisted Croissant,Bakeries,2129 NE Broadway St,$$,4.5,207,Open,412.790859196614,441,Bakery,416,44,45.53893649,-122.6432884,2
112,901,"45.51649676,-122.6307517",Sweet Hereafter,Bars,3326 SE Belmont St,$$,4.0,496,Open,35.3496633351968,450,Cocktail Bar,36,45,45.51649676,-122.6307517,4
113,902,"45.51649676,-122.6307517",Farmhouse Kitchen Thai Cuisine,Thai,3354 SE Hawthorne Blvd,$$,4.5,858,Open,520.215399347478,455,Thai Restaurant,510,45,45.51649676,-122.6307517,4
114,923,"45.51633325,-122.6566324",Hat Yai,Thai,605 SE Belmont St,$$,4.0,238,Open,229.9493852520308,465,Thai Restaurant,233,46,45.51633325,-122.6566324,4
115,939,"45.51633325,-122.6566324",Rum Club,American (New),720 SE Sandy Blvd,$$,4.0,286,Open,305.79769735013696,469,Cocktail Bar,322,46,45.51633325,-122.6566324,4
116,941,"45.55335313,-122.6669146",Eem,Cocktail Bars,3808 N Williams Ave,$$,4.5,975,Open,291.51096632769026,477,Cocktail Bar,297,47,45.55335313,-122.6669146,0
117,944,"45.55335313,-122.6669146",XLB,Noodles,4090 N Williams Ave,$$,3.5,476,Open,31.746361510458183,471,Chinese Restaurant,29,47,45.55335313,-122.6669146,0
118,946,"45.55335313,-122.6669146",Life of Pie Pizza,Pizza,3632 N Williams Ave,$$,4.5,872,Open,441.3165072070151,479,Pizzeria,433,47,45.55335313,-122.6669146,0
119,950,"45.55335313,-122.6669146",JinJu Patisserie,Bakeries,4063 N Williams Ave,$$,4.5,224,Open,43.60362442150391,470,Bakery,42,47,45.55335313,-122.6669146,0
120,961,"45.51222277,-122.6454261",Devil's Dill Sandwich Shop,Sandwiches,1711 SE Hawthorne Blvd,$$,4.5,381,Open,222.4920316312368,484,Sandwich Spot,224,48,45.51222277,-122.6454261,0
121,964,"45.51222277,-122.6454261",Nimblefish,Sushi Bars,1524 SE 20th Ave,$$$$,4.0,171,Open,50.27022741233781,480,Sushi Restaurant,41,48,45.51222277,-122.6454261,0
122,985,"45.54125782,-122.6966717",Life of Pie,Pizza,1765 NW 23rd Ave,$$,4.5,254,Open,694.8344377597068,494,Pizzeria,724,49,45.54125782,-122.6966717,0
123,1000,"45.52643433,-122.6362449",Pambiche,Cuban,2811 NE Glisan St,$$,4.0,1635,Open,56.44914351059269,500,Ice Cream Parlor,52,50,45.52643433,-122.6362449,0
124,1002,"45.52643433,-122.6362449",Stammtisch,German,401 NE 28th Ave,$$,4.5,517,Open,109.26545088265556,502,Gastropub,107,50,45.52643433,-122.6362449,0
125,1007,"45.52643433,-122.6362449",Dove Vivi,Pizza,2727 NE Glisan St,$$,4.0,578,Open,105.40796077121912,503,Pizzeria,91,50,45.52643433,-122.6362449,0
126,1020,"45.55905507,-122.6427104",Pine State Biscuits,Southern,2204 NE Alberta St,$$,4.5,4088,Open,6.083264537316272,510,American Restaurant,8,51,45.55905507,-122.6427104,3
127,1024,"45.55905507,-122.6427104",Bollywood Theater,Indian,2039 NE Alberta St,$$,4.0,1043,Open,106.23951855633072,514,South Indian Restaurant,103,51,45.55905507,-122.6427104,3
128,1029,"45.55905507,-122.6427104",Petite Provence,Bakeries,1824 NE Alberta St,$$,4.5,1415,Open,271.1162436869766,518,Bakery,272,51,45.55905507,-122.6427104,3
129,1032,"45.55905507,-122.6427104",Salt & Straw,Ice Cream & Frozen Yogurt,2035 NE Alberta St,$$,4.5,1891,Open,113.6077878251526,513,Ice Cream Parlor,111,51,45.55905507,-122.6427104,3
130,1042,"45.55908767,-122.6407517",Pine State Biscuits,Southern,2204 NE Alberta St,$$,4.5,4088,Open,154.94947372783568,521,American Restaurant,151,52,45.55908767,-122.6407517,3
131,1046,"45.55908767,-122.6407517",Bollywood Theater,Indian,2039 NE Alberta St,$$,4.0,1043,Open,257.23425827598345,525,South Indian Restaurant,254,52,45.55908767,-122.6407517,3
132,1081,"45.56197102,-122.6820369",Backyard Social,Venues & Event Spaces,1914 N Killingsworth St,$$,4.5,112,Open,376.97409457047695,544,Beer Garden,377,54,45.56197102,-122.6820369,0
133,1089,"45.56197102,-122.6820369",The Old Gold,Bars,2105 N Killingsworth St,$$,4.0,201,Open,560.492261799326,549,Whisky Bar,559,54,45.56197102,-122.6820369,0
134,1096,"45.56197102,-122.6820369",Tulip Shop Tavern,American (Traditional),825 N Killingsworth St,$$,4.0,108,Open,509.1062395500844,547,Cocktail Bar,506,54,45.56197102,-122.6820369,0
135,1097,"45.56197102,-122.6820369",Saraveza,"Beer, Wine & Spirits",1004 N Killingsworth St,$$,4.0,302,Open,384.1577760835117,543,Wine Bar,385,54,45.56197102,-122.6820369,0
136,1098,"45.56197102,-122.6820369",Gonzalez Taqueria,Mexican,1540 N Killingsworth St,$,4.5,58,Open,110.18857186106284,540,Fast Food Restaurant,97,54,45.56197102,-122.6820369,0
137,1146,"45.53140997,-122.6574612",Gather Food & Drink,Lounges,1000 NE Multnomah St,$$,3.5,83,Open,163.7113626168011,571,Cocktail Bar,179,57,45.53140997,-122.6574612,0
138,1170,"45.55645437,-122.6603794",The Bye and Bye,Vegan,1011 NE Alberta St,$$,4.0,925,Open,515.0789012667069,582,Speakeasy,505,58,45.55645437,-122.6603794,0
139,1172,"45.55645437,-122.6603794",Radio Room,American (New),1101 NE Alberta St,$$,3.5,777,Open,568.1226670525965,585,Bar,561,58,45.55645437,-122.6603794,0
140,1188,"45.52440674,-122.6497686",Noble Rot,Wine Bars,1111 E Burnside St,$$$,4.0,700,Open,402.7600205301383,594,Wine Bar,388,59,45.52440674,-122.6497686,1
141,1193,"45.52440674,-122.6497686",Hey Love,Breakfast & Brunch,920 E Burnside St,$$,4.0,349,Open,535.3939601483179,595,Cocktail Bar,531,59,45.52440674,-122.6497686,1
142,1200,"45.52297292,-122.6434118",Screen Door Eastside,Southern,2337 E Burnside St,$$,4.5,8387,Open,135.4994895003553,603,American Restaurant,140,60,45.52297292,-122.6434118,4
143,1203,"45.52297292,-122.6434118",Luce,Italian,2140 E Burnside St,$$,4.0,334,Open,30.418465798957143,601,Italian Restaurant,23,60,45.52297292,-122.6434118,4
144,1205,"45.52297292,-122.6434118",Ate-Oh-Ate,Hawaiian,2454 E Burnside St,$$,4.0,580,Open,246.76464973613255,605,Hawaiian Restaurant,244,60,45.52297292,-122.6434118,4
