,Unnamed: 0_x,bike_station_location,name,main_category_x,address,price,rating,review_count,status,distance_away_x,Unnamed: 0_y,main_category_y,distance_away_y,Unnamed: 0,latitude,longitude,num_of_bikes
145,1214,"45.52297292,-122.6434118",Han Oak,Korean,511 NE 24th Ave,$$$$,4.0,330,Open,443.8240021335022,608,Korean Restaurant,440,60,45.52297292,-122.6434118,4
146,1221,"45.50624163,-122.6633379",Ground Breaker Brewing,Breweries,2030 SE 7th Ave,$$,4.0,255,Open,421.622414856801,611,Bar,426,61,45.50624163,-122.6633379,1
147,1223,"45.50624163,-122.6633379",Palomar,Cocktail Bars,959 SE Division St,$$,4.0,223,Open,547.342606555504,613,Cocktail Bar,547,61,45.50624163,-122.6633379,1
148,1234,"45.50624163,-122.6633379",Pine State Biscuits,Breakfast & Brunch,1100 SE Division St,$$,4.5,1312,Open,704.226138279431,616,Breakfast Spot,702,61,45.50624163,-122.6633379,1
149,1236,"45.50624163,-122.6633379",Oregon Museum of Science and Industry,Museums,1945 SE Water Ave,,4.0,589,Open,264.0938698685918,610,Science Museum,330,61,45.50624163,-122.6633379,1
150,1242,"45.51202353,-122.6363119",Farmhouse Kitchen Thai Cuisine,Thai,3354 SE Hawthorne Blvd,$$,4.5,858,Open,505.0394479074875,626,Thai Restaurant,512,62,45.51202353,-122.6363119,1
151,1262,"45.55916922,-122.6514316",Tin Shed Garden Cafe,American (New),1438 NE Alberta St,$$,4.5,1965,Open,47.76691980936327,631,American Restaurant,38,63,45.55916922,-122.6514316,0
152,1263,"45.55916922,-122.6514316",Bamboo Sushi,Sushi Bars,1409 NE Alberta St,$$,4.0,272,Open,17.012461619095635,630,Sushi Restaurant,8,63,45.55916922,-122.6514316,0
153,1265,"45.55916922,-122.6514316",Radio Room,American (New),1101 NE Alberta St,$$,3.5,777,Open,225.18479598733043,635,Bar,226,63,45.55916922,-122.6514316,0
154,1271,"45.55916922,-122.6514316",The Bye and Bye,Vegan,1011 NE Alberta St,$$,4.0,925,Open,294.4734185206537,636,Speakeasy,296,63,45.55916922,-122.6514316,0
155,1272,"45.55916922,-122.6514316",Petite Provence,Bakeries,1824 NE Alberta St,$$,4.5,1415,Open,409.0492809267316,639,Bakery,406,63,45.55916922,-122.6514316,0
156,1282,"45.55913676,-122.6554307",Radio Room,American (New),1101 NE Alberta St,$$,3.5,777,Open,88.4882293929276,641,Bar,85,64,45.55913676,-122.6554307,0
157,1283,"45.55913676,-122.6554307",The Bye and Bye,Vegan,1011 NE Alberta St,$$,4.0,925,Open,28.715994647808017,640,Speakeasy,18,64,45.55913676,-122.6554307,0
158,1286,"45.55913676,-122.6554307",Tin Shed Garden Cafe,American (New),1438 NE Alberta St,$$,4.5,1965,Open,355.00001728981806,644,American Restaurant,347,64,45.55913676,-122.6554307,0
159,1292,"45.55913676,-122.6554307",Bamboo Sushi,Sushi Bars,1409 NE Alberta St,$$,4.0,272,Open,326.3291896984244,643,Sushi Restaurant,319,64,45.55913676,-122.6554307,0
160,1316,"45.52358836,-122.6619177",Dimo's Apizza,Pizza,701 E Burnside St,$$,4.0,137,Open,276.88980407365506,655,Pizzeria,271,65,45.52358836,-122.6619177,4
161,1321,"45.52507854,-122.6775563",Deschutes Brewery Portland Public House,Brewpubs,210 NW 11th Ave,$$,4.0,3487,Open,340.133985275895,664,Bar,349,66,45.52507854,-122.6775563,0
162,1340,"45.5048393,-122.6296306",Ava Gene's,American (New),3377 SE Division St,$$$,4.0,733,Open,7.812360920323324,670,Italian Restaurant,14,67,45.5048393,-122.6296306,7
163,1341,"45.5048393,-122.6296306",Cibo,Italian,3539 SE Division St,$$,4.0,541,Open,145.1897083520158,674,Pizzeria,140,67,45.5048393,-122.6296306,7
164,1342,"45.5048393,-122.6296306",PDX Sliders,Burgers,3111 SE Division St,$$,4.5,483,Open,303.9069343215483,679,Burger Joint,297,67,45.5048393,-122.6296306,7
165,1343,"45.5048393,-122.6296306",Little Beast Brewing Beer Garden,Breweries,3412 SE Division St,$$,4.0,120,Open,46.21065371905251,672,Beer Bar,43,67,45.5048393,-122.6296306,7
166,1346,"45.5048393,-122.6296306",Lauretta Jean's,Bakeries,3402 SE Division St,$,4.0,576,Open,28.79810444743078,671,Bakery,18,67,45.5048393,-122.6296306,7
167,1347,"45.5048393,-122.6296306",The Richmond Bar,American (Traditional),3203 SE Division St,$$,4.0,136,Open,224.9721156116989,677,Cocktail Bar,223,67,45.5048393,-122.6296306,7
168,1348,"45.5048393,-122.6296306",Oma's Hideaway,Asian Fusion,3131 SE Division St,$$,4.0,227,Open,254.21343009752775,676,Dessert Shop,250,67,45.5048393,-122.6296306,7
169,1350,"45.5048393,-122.6296306",Salt & Straw,Ice Cream & Frozen Yogurt,3345 SE Division St,$$,4.5,1544,Open,75.4894264427246,673,Ice Cream Parlor,65,67,45.5048393,-122.6296306,7
170,1361,"45.50468892,-122.6345551",PDX Sliders,Burgers,3111 SE Division St,$$,4.5,483,Open,83.82756764976182,683,Burger Joint,87,68,45.50468892,-122.6345551,4
171,1362,"45.50468892,-122.6345551",Mestizo,Latin American,2910 SE Division St,$$,4.5,168,Open,70.71259253696384,684,Bar,76,68,45.50468892,-122.6345551,4
172,1363,"45.50468892,-122.6345551",Bollywood Theater,Indian,3010 SE Division St,$$,4.0,773,Open,11.383393503696666,680,Indian Restaurant,12,68,45.50468892,-122.6345551,4
173,1364,"45.50468892,-122.6345551",Oma's Hideaway,Asian Fusion,3131 SE Division St,$$,4.0,227,Open,134.40324203027532,682,Dessert Shop,135,68,45.50468892,-122.6345551,4
174,1368,"45.50468892,-122.6345551",Ava Gene's,American (New),3377 SE Division St,$$$,4.0,733,Open,379.0220817259676,688,Italian Restaurant,371,68,45.50468892,-122.6345551,4
175,1369,"45.50468892,-122.6345551",The Richmond Bar,American (Traditional),3203 SE Division St,$$,4.0,136,Open,159.76838805011866,685,Cocktail Bar,161,68,45.50468892,-122.6345551,4
176,1379,"45.50468892,-122.6345551",Salt & Straw,Ice Cream & Frozen Yogurt,3345 SE Division St,$$,4.5,1544,Open,312.01761460595907,686,Ice Cream Parlor,318,68,45.50468892,-122.6345551,4
177,1422,"45.50971347,-122.6777159",Murata Restaurant,Japanese,200 SW Market St,$$,4.5,394,Open,234.07059026615445,710,Sushi Restaurant,262,71,45.50971347,-122.6777159,0
178,1423,"45.50971347,-122.6777159",Duck House Chinese Restaurant,Chinese,1968 SW 5th Ave,$$,4.0,999,Open,383.9423222670388,717,Chinese Restaurant,381,71,45.50971347,-122.6777159,0
179,1465,"45.53550403,-122.7006608",Life of Pie,Pizza,1765 NW 23rd Ave,$$,4.5,254,Open,142.51579076622258,732,Pizzeria,126,73,45.53550403,-122.7006608,0
180,1478,"45.53550403,-122.7006608",Lela's Bistro,Vietnamese,1524 NW 23rd Ave,$$,4.5,414,Open,253.03189188601985,739,Vietnamese Restaurant,242,73,45.53550403,-122.7006608,0
181,1482,"45.53409115,-122.6949424",Please Louise,Pizza,1505 NW 21st Ave,$$,4.5,207,Open,53.826847612924645,740,Bar,60,74,45.53409115,-122.6949424,6
182,1483,"45.53409115,-122.6949424",Breakside Brewery,American (Traditional),1570 NW 22nd Ave,$$,4.0,373,Open,128.20056168006394,743,Beer Bar,119,74,45.53409115,-122.6949424,6
183,1484,"45.53409115,-122.6949424",Mama Bird,Chicken Shop,2145 NW Raleigh St,$$,4.5,151,Open,52.14795470852335,744,Wine Bar,47,74,45.53409115,-122.6949424,6
184,1551,"45.53142501,-122.6895659",Please Louise,Pizza,1505 NW 21st Ave,$$,4.5,207,Open,488.2634330727815,777,Bar,478,77,45.53142501,-122.6895659,0
185,1552,"45.53142501,-122.6895659",Serratto,Italian,2112 NW Kearney St,$$$,4.0,717,Open,483.791300752323,778,Italian Restaurant,480,77,45.53142501,-122.6895659,0
186,1561,"45.55902314,-122.6355462",Urdaneta,Tapas/Small Plates,3033 NE Alberta St,$$$,4.5,342,Open,118.61143479069742,783,Tapas Restaurant,111,78,45.55902314,-122.6355462,0
187,1564,"45.55902314,-122.6355462",Dame,Wine Bars,2930 NE Killingsworth St,$$$,4.5,187,Open,392.2687229455409,787,Wine Bar,405,78,45.55902314,-122.6355462,0
188,1582,"45.56453067,-122.6305372",Dame,Wine Bars,2930 NE Killingsworth St,$$$,4.5,187,Open,425.7348863750522,799,Wine Bar,405,79,45.56453067,-122.6305372,3
189,1602,"45.55568352,-122.6506644",Tin Shed Garden Cafe,American (New),1438 NE Alberta St,$$,4.5,1965,Open,367.6990704500621,802,American Restaurant,374,80,45.55568352,-122.6506644,1
190,1606,"45.55568352,-122.6506644",Petite Provence,Bakeries,1824 NE Alberta St,$$,4.5,1415,Open,502.0872869668483,808,Bakery,499,80,45.55568352,-122.6506644,1
191,1613,"45.55568352,-122.6506644",Bamboo Sushi,Sushi Bars,1409 NE Alberta St,$$,4.0,272,Open,398.6083364284339,803,Sushi Restaurant,393,80,45.55568352,-122.6506644,1
192,1625,"45.54828551,-122.6508106",The Pocket Pub,Cocktail Bars,2719 NE 7th Ave,$$,4.5,180,Open,905.2298860481108,819,Cocktail Bar,895,81,45.54828551,-122.6508106,5
193,1629,"45.54828551,-122.6508106",Lucca,Italian,3449 NE 24th Ave,$$,4.0,343,Open,727.2548738290027,815,Pizzeria,734,81,45.54828551,-122.6508106,5
194,1638,"45.54828551,-122.6508106",Guilder,Coffee Roasteries,2393 NE Fremont St,$,4.5,110,Open,731.8296640537297,813,Coffee Shop,737,81,45.54828551,-122.6508106,5
195,1643,"45.56251948,-122.6770306",Tulip Shop Tavern,American (Traditional),825 N Killingsworth St,$$,4.0,108,Open,115.97153425448548,823,Cocktail Bar,112,82,45.56251948,-122.6770306,0
196,1644,"45.56251948,-122.6770306",Sweedeedee,Breakfast & Brunch,5202 N Albina Ave,$$,4.0,558,Open,279.6873838698956,825,Café,275,82,45.56251948,-122.6770306,0
197,1647,"45.56251948,-122.6770306",Victoria,Cocktail Bars,4835 N Albina Ave,$$,4.0,252,Open,517.4816084977659,828,Cocktail Bar,508,82,45.56251948,-122.6770306,0
198,1649,"45.56251948,-122.6770306",Saraveza,"Beer, Wine & Spirits",1004 N Killingsworth St,$$,4.0,302,Open,13.820537766423692,820,Wine Bar,12,82,45.56251948,-122.6770306,0
199,1660,"45.55522233,-122.6818612",Pinky's Pizza,Pizza,3990 N Interstate Ave,$$,4.5,279,Open,372.1917392465401,831,Pizzeria,351,83,45.55522233,-122.6818612,1
200,1661,"45.55522233,-122.6818612",Fire on the Mountain,Barbeque,4225 N Interstate Ave,$$,3.5,504,Open,123.1273256023173,830,BBQ Joint,120,83,45.55522233,-122.6818612,1
201,1662,"45.55522233,-122.6818612",Interurban,Bars,4057 N Mississippi Ave,$$,4.0,556,Open,539.318596682409,837,Lounge,538,83,45.55522233,-122.6818612,1
202,1663,"45.55522233,-122.6818612",Matt's BBQ,Food Trucks,4233 N Mississippi Ave,$$,4.5,618,Open,478.8213748003592,833,BBQ Joint,492,83,45.55522233,-122.6818612,1
203,1671,"45.55522233,-122.6818612",Prost,Pubs,4237 N Mississippi Ave,$$,4.0,516,Open,483.0136270099464,834,Beer Garden,482,83,45.55522233,-122.6818612,1
204,1680,"45.52649493,-122.6416328",Screen Door Eastside,Southern,2337 E Burnside St,$$,4.5,8387,Open,379.0953728900285,848,American Restaurant,391,84,45.52649493,-122.6416328,2
205,1681,"45.52649493,-122.6416328",Han Oak,Korean,511 NE 24th Ave,$$$$,4.0,330,Open,34.90872482129599,842,Korean Restaurant,39,84,45.52649493,-122.6416328,2
206,1683,"45.52649493,-122.6416328",Stammtisch,German,401 NE 28th Ave,$$,4.5,517,Open,337.8153785864992,845,Gastropub,342,84,45.52649493,-122.6416328,2
207,1684,"45.52649493,-122.6416328",Pambiche,Cuban,2811 NE Glisan St,$$,4.0,1635,Open,367.04680885928633,847,Ice Cream Parlor,367,84,45.52649493,-122.6416328,2
208,1687,"45.52649493,-122.6416328",Culmination Brewing,Breweries,2117 NE Oregon St,$$,4.5,183,Open,322.2476158534058,844,Bar,309,84,45.52649493,-122.6416328,2
209,1693,"45.52649493,-122.6416328",Dove Vivi,Pizza,2727 NE Glisan St,$$,4.0,578,Open,318.12518304770714,846,Pizzeria,329,84,45.52649493,-122.6416328,2
210,1694,"45.52649493,-122.6416328",The Pie Spot,Desserts,521 NE 24th Ave,$,4.5,572,Open,45.74727287018872,841,Bakery,26,84,45.52649493,-122.6416328,2
211,1721,"45.55458563,-122.6755413",Interurban,Bars,4057 N Mississippi Ave,$$,4.0,556,Open,179.99018335315506,863,Lounge,172,86,45.55458563,-122.6755413,1
212,1722,"45.55458563,-122.6755413",Matt's BBQ,Food Trucks,4233 N Mississippi Ave,$$,4.5,618,Open,32.391994110494615,860,BBQ Joint,21,86,45.55458563,-122.6755413,1
213,1723,"45.55458563,-122.6755413",Prost,Pubs,4237 N Mississippi Ave,$$,4.0,516,Open,16.65470592223499,861,Beer Garden,18,86,45.55458563,-122.6755413,1
214,1746,"45.55941042,-122.6685226",Victoria,Cocktail Bars,4835 N Albina Ave,$$,4.0,252,Open,546.3455300618135,871,Cocktail Bar,530,87,45.55941042,-122.6685226,3
215,1761,"45.52487653,-122.6965141",RingSide Steakhouse,Steakhouses,2165 W Burnside St,$$$,4.0,1047,Open,161.86985895141208,883,American Restaurant,180,88,45.52487653,-122.6965141,0
216,1765,"45.52487653,-122.6965141",Elephants Delicatessen,Soup,115 NW 22nd Ave,$$,4.5,842,Open,101.73573526479458,880,Deli,116,88,45.52487653,-122.6965141,0
217,1776,"45.52487653,-122.6965141",Ken's Artisan Bakery,Bakeries,338 NW 21st Ave,$,4.5,915,Open,189.6128707361572,881,Bakery,181,88,45.52487653,-122.6965141,0
218,1781,"45.53508224,-122.6505639",Blossoming Lotus,Vegan,1713 NE 15th Ave,$$,4.5,1305,Open,50.79203397131071,890,Vegan and Vegetarian Restaurant,28,89,45.53508224,-122.6505639,1
219,1794,"45.53508224,-122.6505639",Taste Tickler,Sandwiches,1704 NE 14th Ave,$,4.5,395,Open,63.600811796142615,893,Diner,67,89,45.53508224,-122.6505639,1
220,1797,"45.53508224,-122.6505639",Koji Osakaya Japanese Restaurant,Japanese,1502 NE Weidler St,$$,3.5,161,Open,101.3887963325396,895,Sushi Restaurant,100,89,45.53508224,-122.6505639,1
221,1798,"45.53508224,-122.6505639",Milo's City Cafe,American (Traditional),1325 NE Broadway St,$$,4.0,486,Open,101.15073781395245,894,Burger Joint,97,89,45.53508224,-122.6505639,1
222,1800,"45.51936283,-122.6359928",Ken's Artisan Pizza,Pizza,304 SE 28th Ave,$$,4.5,893,Open,166.12708917547684,902,Pizzeria,173,90,45.51936283,-122.6359928,4
223,1803,"45.51936283,-122.6359928",Baby Doll Pizza,Pizza,2835 SE Stark St,$$,4.5,522,Open,41.08627954072502,900,Pizzeria,47,90,45.51936283,-122.6359928,4
224,1810,"45.51936283,-122.6359928",Cheese & Crack Snack Shop,Cheese Shops,22 SE 28th Ave,$$,4.5,547,Open,354.03043559934554,905,American Restaurant,361,90,45.51936283,-122.6359928,4
225,1820,"45.5033655,-122.6447314",Yama Sushi & Izakaya,Sushi Bars,2038 SE Clinton St,$$,4.0,513,Open,3.4781640776889065,911,Tapas Restaurant,8,91,45.5033655,-122.6447314,10
226,1821,"45.5033655,-122.6447314",Jacqueline,Cocktail Bars,2039 SE Clinton St,$$,4.5,381,Open,17.803834110254886,910,Cocktail Bar,11,91,45.5033655,-122.6447314,10
227,1823,"45.5033655,-122.6447314",Nuestra Cocina,Mexican,2135 SE Division St,$$,4.5,621,Open,196.77059572076476,914,Latin American Restaurant,183,91,45.5033655,-122.6447314,10
228,1832,"45.5033655,-122.6447314",Fifty Licks,Ice Cream & Frozen Yogurt,2021 SE Clinton St,$$,4.5,569,Open,36.79109132226628,912,Ice Cream Parlor,25,91,45.5033655,-122.6447314,10
229,1837,"45.5033655,-122.6447314",Reel M Inn,American (Traditional),2430 SE Division St,$$,4.0,412,Open,354.60840077500035,919,Dive Bar,355,91,45.5033655,-122.6447314,10
230,1842,"45.51636144,-122.6460457",Nostrana,Italian,1401 SE Morrison St,$$$,4.0,1130,Open,426.207490459899,922,Pizzeria,441,92,45.51636144,-122.6460457,5
231,1845,"45.51636144,-122.6460457",Mirisata,Sri Lankan,2420 SE Belmont St,$$,4.5,164,Open,393.4078393917888,923,Sri Lankan Restaurant,393,92,45.51636144,-122.6460457,5
232,1846,"45.51636144,-122.6460457",Pad Thai Kitchen,Thai,2309 SE Belmont St,$$,4.0,532,Open,303.119283370598,920,Thai Restaurant,296,92,45.51636144,-122.6460457,5
233,1851,"45.51636144,-122.6460457",Devil's Dill Sandwich Shop,Sandwiches,1711 SE Hawthorne Blvd,$$,4.5,381,Open,481.2846758073051,926,Sandwich Spot,485,92,45.51636144,-122.6460457,5
234,1860,"45.5627419,-122.6889932",The Old Gold,Bars,2105 N Killingsworth St,$$,4.0,201,Open,23.528273013952152,930,Whisky Bar,18,93,45.5627419,-122.6889932,0
235,1861,"45.5627419,-122.6889932",Backyard Social,Venues & Event Spaces,1914 N Killingsworth St,$$,4.5,112,Open,171.45238306084337,933,Beer Garden,170,93,45.5627419,-122.6889932,0
236,1867,"45.5627419,-122.6889932",The Stacks Coffeehouse,Coffee & Tea,1831 N Killingsworth St,,4.5,52,Open,216.73529901959543,935,Coffee Shop,218,93,45.5627419,-122.6889932,0
237,1868,"45.5627419,-122.6889932",Mee Dee Thai Cuisine,Thai,2731 N Killingsworth St,$$,4.0,132,Open,497.2927637368465,938,Thai Restaurant,495,93,45.5627419,-122.6889932,0
238,1877,"45.5627419,-122.6889932",Blend Coffee Lounge,Coffee & Tea,2710 N Killingsworth St,$,4.5,127,Open,457.1996252261092,936,Coffee Shop,459,93,45.5627419,-122.6889932,0
239,1880,"45.50936198,-122.6812121",Duck House Chinese Restaurant,Chinese,1968 SW 5th Ave,$$,4.0,999,Open,108.71731195970898,940,Chinese Restaurant,107,94,45.50936198,-122.6812121,0
240,1885,"45.50936198,-122.6812121",Murata Restaurant,Japanese,200 SW Market St,$$,4.5,394,Open,331.0846099409527,944,Sushi Restaurant,369,94,45.50936198,-122.6812121,0
241,1900,"45.56274555,-122.6480594",Hat Yai,Thai,1605 NE Killingsworth St,$$,4.5,690,Open,61.982024155362645,950,Thai Restaurant,57,95,45.56274555,-122.6480594,0
242,1907,"45.56274555,-122.6480594",Tin Shed Garden Cafe,American (New),1438 NE Alberta St,$$,4.5,1965,Open,471.96480275594695,957,American Restaurant,468,95,45.56274555,-122.6480594,0
243,1908,"45.56274555,-122.6480594",Petite Provence,Bakeries,1824 NE Alberta St,$$,4.5,1415,Open,448.1468938075616,954,Bakery,448,95,45.56274555,-122.6480594,0
244,1920,"45.56271655,-122.6350486",Dame,Wine Bars,2930 NE Killingsworth St,$$$,4.5,187,Open,23.07409334275696,961,Wine Bar,7,96,45.56271655,-122.6350486,9
245,1925,"45.56271655,-122.6350486",Urdaneta,Tapas/Small Plates,3033 NE Alberta St,$$$,4.5,342,Open,399.34463011283646,966,Tapas Restaurant,404,96,45.56271655,-122.6350486,9
246,1944,"45.52279251,-122.6566163",Scotch Lodge,Cocktail Bars,215 SE 9th Ave,$$,4.5,157,Open,161.74362853976186,975,Cocktail Bar,155,97,45.52279251,-122.6566163,3
247,1945,"45.52279251,-122.6566163",Hey Love,Breakfast & Brunch,920 E Burnside St,$$,4.0,349,Open,29.94494905036436,970,Cocktail Bar,35,97,45.52279251,-122.6566163,3
248,1947,"45.52279251,-122.6566163",Noble Rot,Wine Bars,1111 E Burnside St,$$$,4.0,700,Open,166.88310148575928,979,Wine Bar,180,97,45.52279251,-122.6566163,3
249,1948,"45.52279251,-122.6566163",Bar Casa Vale,Tapas Bars,215 SE 9th Ave,$$$,4.0,230,Open,162.98128977592063,976,Cocktail Bar,192,97,45.52279251,-122.6566163,3
250,1949,"45.52279251,-122.6566163",Doug Fir Lounge,American (Traditional),830 E Burnside St,$$,3.5,1026,Open,23.359215497236587,971,Music Venue,27,97,45.52279251,-122.6566163,3
251,1954,"45.52279251,-122.6566163",Dimo's Apizza,Pizza,701 E Burnside St,$$,4.0,137,Open,152.89766362897325,974,Pizzeria,151,97,45.52279251,-122.6566163,3
252,1972,"45.51186486,-122.6210475",The Waffle Window,Breakfast & Brunch,3610 SE Hawthorne Blvd,$$,4.5,1867,Open,421.338191927758,989,Fast Food Restaurant,432,98,45.51186486,-122.6210475,2
253,1979,"45.51186486,-122.6210475",Harlow,Vegan,3632 SE Hawthorne Blvd,$$,4.0,982,Open,387.32179214113626,985,Burger Joint,397,98,45.51186486,-122.6210475,2
254,2005,"45.53400578,-122.6555675",Blossoming Lotus,Vegan,1713 NE 15th Ave,$$,4.5,1305,Open,404.3062670816761,1007,Vegan and Vegetarian Restaurant,414,100,45.53400578,-122.6555675,1
255,2016,"45.53400578,-122.6555675",Taste Tickler,Sandwiches,1704 NE 14th Ave,$,4.5,395,Open,354.09873084541493,1004,Diner,344,100,45.53400578,-122.6555675,1
256,2017,"45.53400578,-122.6555675",Milo's City Cafe,American (Traditional),1325 NE Broadway St,$$,4.0,486,Open,327.87049510513646,1003,Burger Joint,320,100,45.53400578,-122.6555675,1
257,2022,"45.53966541,-122.6118851",Zien Hong,Chinese,5314 NE Sandy Blvd,$$,4.0,481,Open,271.93630252052554,1015,Chinese Restaurant,263,101,45.53966541,-122.6118851,1
258,2023,"45.53966541,-122.6118851",Killer Burger,Burgers,4644 NE Sandy Blvd,$$,4.0,880,Open,310.6146990920934,1013,Burger Joint,314,101,45.53966541,-122.6118851,1
259,2026,"45.53966541,-122.6118851",Du's Grill,Japanese,5365 NE Sandy Blvd,$$,4.5,481,Open,351.86424529614146,1016,BBQ Joint,342,101,45.53966541,-122.6118851,1
260,2040,"45.5559258,-122.6008129",Cully Central,Beer Gardens,4579 NE Cully Blvd,$$,5.0,208,Open,79.49296208201072,1020,Beer Garden,71,102,45.5559258,-122.6008129,0
261,2049,"45.5559258,-122.6008129",Angel Food & Fun,Mexican,5135 NE 60th Ave,$,4.5,186,Open,463.4892402250752,1026,Mexican Restaurant,461,102,45.5559258,-122.6008129,0
262,2050,"45.5559258,-122.6008129",Fire On The Mountain,Barbeque,3443 NE 57th Ave,$$,3.5,599,Open,936.46923045878,1029,Pizzeria,929,102,45.5559258,-122.6008129,0
263,2054,"45.5559258,-122.6008129",Bison Coffee House,Coffee & Tea,3941 NE Cully Blvd,$,4.5,158,Open,533.988401243542,1025,Coffee Shop,542,102,45.5559258,-122.6008129,0
264,2062,"45.55836114,-122.6203609",Pizza Jerk,Pizza,5028 NE 42nd Ave,$$,3.5,277,Open,115.74893082540672,1031,Pizzeria,109,103,45.55836114,-122.6203609,5
265,2064,"45.55836114,-122.6203609",Santo Domingo Taqueria,Mexican,5447 NE 42nd Ave,$,4.0,161,Open,468.7146360719101,1032,Mexican Restaurant,474,103,45.55836114,-122.6203609,5
266,2080,"45.52646211,-122.6093034",Tabor Tavern,American (New),5325 E Burnside St,$$,4.0,628,Open,391.7613858871978,1039,Bar,399,104,45.52646211,-122.6093034,5
267,2081,"45.52646211,-122.6093034",Wajan,Indonesian,4611 E Burnside St,$$,4.5,251,Open,588.7096845725252,1040,Indonesian Restaurant,589,104,45.52646211,-122.6093034,5
268,2082,"45.52646211,-122.6093034",Big's Chicken,Chicken Wings,4606 NE Glisan St,$$,4.0,155,Open,478.79739132487214,1043,Fried Chicken Joint,480,104,45.52646211,-122.6093034,5
269,2096,"45.52646211,-122.6093034",American Dream Pizza,Pizza,4620 NE Glisan St,$$,3.5,297,Open,461.5647884406504,1041,Pizzeria,467,104,45.52646211,-122.6093034,5
270,2105,"45.52181825,-122.7044079",Elephants Delicatessen,Soup,115 NW 22nd Ave,$$,4.5,842,Open,647.6644711137922,1055,Deli,651,105,45.52181825,-122.7044079,1
271,2114,"45.52181825,-122.7044079",Portland Japanese Garden,Botanical Gardens,611 SW Kingston Ave,,4.5,1313,Open,414.8571506661272,1051,Botanical Garden,422,105,45.52181825,-122.7044079,1
272,2119,"45.52181825,-122.7044079",International Rose Test Garden,Botanical Gardens,400 SW Kingston Ave,,4.5,828,Open,329.4852713975585,1049,Park,319,105,45.52181825,-122.7044079,1
273,2129,"45.52862062,-122.6905073",Serratto,Italian,2112 NW Kearney St,$$$,4.0,717,Open,331.44892185078595,1062,Italian Restaurant,329,106,45.52862062,-122.6905073,3
274,2139,"45.52862062,-122.6905073",Bantam Tavern,Brewpubs,922 NW 21st Ave,$$,4.5,83,Open,318.83129502527817,1059,Cocktail Bar,318,106,45.52862062,-122.6905073,3
275,2140,"45.56250716,-122.5943702",Cully Central,Beer Gardens,4579 NE Cully Blvd,$$,5.0,208,Open,807.99244923053,1070,Beer Garden,814,107,45.56250716,-122.5943702,1
276,2145,"45.56250716,-122.5943702",Angel Food & Fun,Mexican,5135 NE 60th Ave,$,4.5,186,Open,589.9421697064994,1068,Mexican Restaurant,573,107,45.56250716,-122.5943702,1
277,2157,"45.56250716,-122.5943702",Colwood Golf Center,Golf,7313 NE Columbia Blvd,,3.5,35,Open,729.8995063857725,1069,Golf Course,711,107,45.56250716,-122.5943702,1
278,2159,"45.56250716,-122.5943702",Starbucks,Coffee & Tea,6020 NE Columbia Blvd,$$,3.5,17,Open,810.485528429111,1071,Coffee Shop,815,107,45.56250716,-122.5943702,1
279,2162,"45.53677138,-122.61884",Moon & Sixpence British Pub,Pubs,2014 NE 42nd Ave,$$,4.0,230,Open,88.62482565782767,1078,Lounge,100,108,45.53677138,-122.61884,3
280,2167,"45.53677138,-122.61884",Doe Donuts,Donuts,4110 NE Sandy Blvd,$,4.5,744,Open,244.78127652474728,1085,Donut Shop,251,108,45.53677138,-122.61884,3
281,2169,"45.53677138,-122.61884",Sizzle Pie,Pizza,4144 NE Sandy Blvd,$,3.5,95,Open,173.1437094464326,1083,Pizzeria,165,108,45.53677138,-122.61884,3
282,2203,"45.49787392,-122.6375156",Rudy's Gourmet Pizza,Pizza,2443 SE Powell Blvd,$$,4.0,458,Open,269.44906168871506,1100,Pizzeria,268,110,45.49787392,-122.6375156,0
283,2214,"45.49787392,-122.6375156",Rocio's,Mexican,2850 SE Gladstone St,$$,4.0,335,Open,529.0566679938297,1103,Cocktail Bar,521,110,45.49787392,-122.6375156,0
284,2223,"45.53689808,-122.6199692",Moon & Sixpence British Pub,Pubs,2014 NE 42nd Ave,$$,4.0,230,Open,53.50281634022999,1107,Lounge,52,111,45.53689808,-122.6199692,3
285,2226,"45.53689808,-122.6199692",Doe Donuts,Donuts,4110 NE Sandy Blvd,$,4.5,744,Open,201.8255652818613,1114,Donut Shop,205,111,45.53689808,-122.6199692,3
286,2228,"45.53689808,-122.6199692",Sizzle Pie,Pizza,4144 NE Sandy Blvd,$,3.5,95,Open,133.31020970696167,1112,Pizzeria,125,111,45.53689808,-122.6199692,3
287,2257,"45.51556831,-122.6738924",Killer Burger,Burgers,510 SW 3rd Ave,$$,4.0,878,Open,453.0160398098864,1123,Bar,425,112,45.51556831,-122.6738924,0
288,2264,"45.50350608,-122.6110657",Petite Provence,French,4834 SE Division St,$$,4.0,701,Open,199.81989076182344,1127,Bakery,221,113,45.50350608,-122.6110657,0
289,2286,"45.5301398,-122.6546824",Gather Food & Drink,Lounges,1000 NE Multnomah St,$$,3.5,83,Open,98.5664525967972,1137,Cocktail Bar,92,114,45.5301398,-122.6546824,1
290,2288,"45.5301398,-122.6546824",Blossoming Lotus,Vegan,1713 NE 15th Ave,$$,4.5,1305,Open,666.9619652470054,1145,Vegan and Vegetarian Restaurant,659,114,45.5301398,-122.6546824,1
