bike_station_location,name,main_category_x,address,price,rating,review_count,status,distance_away_x,main_category_y,latitude,longitude,num_of_bikes
"45.5048393,-122.6296306",Little Beast Brewing Beer Garden,Breweries,3412 SE Division St,$$,4.0,120,Open,46.21065371905251,Beer Bar,45.5048393,-122.6296306,18
"45.5048393,-122.6296306",Lauretta Jean's,Bakeries,3402 SE Division St,$,4.0,576,Open,28.79810444743078,Bakery,45.5048393,-122.6296306,18
"45.5048393,-122.6296306",The Richmond Bar,American (Traditional),3203 SE Division St,$$,4.0,136,Open,224.9721156116989,Cocktail Bar,45.5048393,-122.6296306,18
"45.5048393,-122.6296306",Oma's Hideaway,Asian Fusion,3131 SE Division St,$$,4.0,227,Open,254.21343009752775,Dessert Shop,45.5048393,-122.6296306,18
"45.5048393,-122.6296306",Salt & Straw,Ice Cream & Frozen Yogurt,3345 SE Division St,$$,4.5,1544,Open,75.4894264427246,Ice Cream Parlor,45.5048393,-122.6296306,18
"45.50468892,-122.6345551",PDX Sliders,Burgers,3111 SE Division St,$$,4.5,483,Open,83.82756764976182,Burger Joint,45.50468892,-122.6345551,18
"45.50468892,-122.6345551",Mestizo,Latin American,2910 SE Division St,$$,4.5,168,Open,70.71259253696384,Bar,45.50468892,-122.6345551,18
"45.50468892,-122.6345551",Bollywood Theater,Indian,3010 SE Division St,$$,4.0,773,Open,11.383393503696666,Indian Restaurant,45.50468892,-122.6345551,18
"45.50468892,-122.6345551",Oma's Hideaway,Asian Fusion,3131 SE Division St,$$,4.0,227,Open,134.40324203027532,Dessert Shop,45.50468892,-122.6345551,18
"45.50468892,-122.6345551",Ava Gene's,American (New),3377 SE Division St,$$$,4.0,733,Open,379.0220817259676,Italian Restaurant,45.50468892,-122.6345551,18
"45.50468892,-122.6345551",The Richmond Bar,American (Traditional),3203 SE Division St,$$,4.0,136,Open,159.76838805011866,Cocktail Bar,45.50468892,-122.6345551,18
"45.50468892,-122.6345551",Salt & Straw,Ice Cream & Frozen Yogurt,3345 SE Division St,$$,4.5,1544,Open,312.01761460595907,Ice Cream Parlor,45.50468892,-122.6345551,18
"45.50971347,-122.6777159",Murata Restaurant,Japanese,200 SW Market St,$$,4.5,394,Open,234.07059026615445,Sushi Restaurant,45.50971347,-122.6777159,18
"45.50971347,-122.6777159",Duck House Chinese Restaurant,Chinese,1968 SW 5th Ave,$$,4.0,999,Open,383.9423222670388,Chinese Restaurant,45.50971347,-122.6777159,18
"45.53550403,-122.7006608",Life of Pie,Pizza,1765 NW 23rd Ave,$$,4.5,254,Open,142.51579076622258,Pizzeria,45.53550403,-122.7006608,18
"45.53550403,-122.7006608",Lela's Bistro,Vietnamese,1524 NW 23rd Ave,$$,4.5,414,Open,253.03189188601985,Vietnamese Restaurant,45.53550403,-122.7006608,18
"45.53409115,-122.6949424",Please Louise,Pizza,1505 NW 21st Ave,$$,4.5,207,Open,53.826847612924645,Bar,45.53409115,-122.6949424,14
"45.53409115,-122.6949424",Breakside Brewery,American (Traditional),1570 NW 22nd Ave,$$,4.0,373,Open,128.20056168006394,Beer Bar,45.53409115,-122.6949424,14
"45.53409115,-122.6949424",Mama Bird,Chicken Shop,2145 NW Raleigh St,$$,4.5,151,Open,52.14795470852335,Wine Bar,45.53409115,-122.6949424,14
"45.53142501,-122.6895659",Please Louise,Pizza,1505 NW 21st Ave,$$,4.5,207,Open,488.2634330727815,Bar,45.53142501,-122.6895659,12
"45.53142501,-122.6895659",Serratto,Italian,2112 NW Kearney St,$$$,4.0,717,Open,483.791300752323,Italian Restaurant,45.53142501,-122.6895659,12
"45.55902314,-122.6355462",Urdaneta,Tapas/Small Plates,3033 NE Alberta St,$$$,4.5,342,Open,118.61143479069742,Tapas Restaurant,45.55902314,-122.6355462,5
"45.55902314,-122.6355462",Dame,Wine Bars,2930 NE Killingsworth St,$$$,4.5,187,Open,392.2687229455409,Wine Bar,45.55902314,-122.6355462,5
"45.56453067,-122.6305372",Dame,Wine Bars,2930 NE Killingsworth St,$$$,4.5,187,Open,425.7348863750522,Wine Bar,45.56453067,-122.6305372,3
"45.55568352,-122.6506644",Tin Shed Garden Cafe,American (New),1438 NE Alberta St,$$,4.5,1965,Open,367.6990704500621,American Restaurant,45.55568352,-122.6506644,3
"45.55568352,-122.6506644",Petite Provence,Bakeries,1824 NE Alberta St,$$,4.5,1415,Open,502.0872869668483,Bakery,45.55568352,-122.6506644,3
"45.55568352,-122.6506644",Bamboo Sushi,Sushi Bars,1409 NE Alberta St,$$,4.0,272,Open,398.6083364284339,Sushi Restaurant,45.55568352,-122.6506644,3
"45.54828551,-122.6508106",The Pocket Pub,Cocktail Bars,2719 NE 7th Ave,$$,4.5,180,Open,905.2298860481108,Cocktail Bar,45.54828551,-122.6508106,6
"45.54828551,-122.6508106",Lucca,Italian,3449 NE 24th Ave,$$,4.0,343,Open,727.2548738290027,Pizzeria,45.54828551,-122.6508106,6
"45.54828551,-122.6508106",Guilder,Coffee Roasteries,2393 NE Fremont St,$,4.5,110,Open,731.8296640537297,Coffee Shop,45.54828551,-122.6508106,6
"45.56251948,-122.6770306",Tulip Shop Tavern,American (Traditional),825 N Killingsworth St,$$,4.0,108,Open,115.97153425448548,Cocktail Bar,45.56251948,-122.6770306,3
"45.56251948,-122.6770306",Sweedeedee,Breakfast & Brunch,5202 N Albina Ave,$$,4.0,558,Open,279.6873838698956,Café,45.56251948,-122.6770306,3
"45.56251948,-122.6770306",Victoria,Cocktail Bars,4835 N Albina Ave,$$,4.0,252,Open,517.4816084977659,Cocktail Bar,45.56251948,-122.6770306,3
"45.56251948,-122.6770306",Saraveza,"Beer, Wine & Spirits",1004 N Killingsworth St,$$,4.0,302,Open,13.820537766423692,Wine Bar,45.56251948,-122.6770306,3
"45.55522233,-122.6818612",Pinky's Pizza,Pizza,3990 N Interstate Ave,$$,4.5,279,Open,372.1917392465401,Pizzeria,45.55522233,-122.6818612,18
"45.55522233,-122.6818612",Fire on the Mountain,Barbeque,4225 N Interstate Ave,$$,3.5,504,Open,123.1273256023173,BBQ Joint,45.55522233,-122.6818612,18
"45.55522233,-122.6818612",Interurban,Bars,4057 N Mississippi Ave,$$,4.0,556,Open,539.318596682409,Lounge,45.55522233,-122.6818612,18
"45.55522233,-122.6818612",Matt's BBQ,Food Trucks,4233 N Mississippi Ave,$$,4.5,618,Open,478.8213748003592,BBQ Joint,45.55522233,-122.6818612,18
"45.55522233,-122.6818612",Prost,Pubs,4237 N Mississippi Ave,$$,4.0,516,Open,483.0136270099464,Beer Garden,45.55522233,-122.6818612,18
"45.52649493,-122.6416328",Screen Door Eastside,Southern,2337 E Burnside St,$$,4.5,8387,Open,379.0953728900285,American Restaurant,45.52649493,-122.6416328,12
"45.52649493,-122.6416328",Han Oak,Korean,511 NE 24th Ave,$$$$,4.0,330,Open,34.90872482129599,Korean Restaurant,45.52649493,-122.6416328,12
"45.52649493,-122.6416328",Stammtisch,German,401 NE 28th Ave,$$,4.5,517,Open,337.8153785864992,Gastropub,45.52649493,-122.6416328,12
"45.52649493,-122.6416328",Pambiche,Cuban,2811 NE Glisan St,$$,4.0,1635,Open,367.04680885928633,Ice Cream Parlor,45.52649493,-122.6416328,12
"45.52649493,-122.6416328",Culmination Brewing,Breweries,2117 NE Oregon St,$$,4.5,183,Open,322.2476158534058,Bar,45.52649493,-122.6416328,12
"45.52649493,-122.6416328",Dove Vivi,Pizza,2727 NE Glisan St,$$,4.0,578,Open,318.12518304770714,Pizzeria,45.52649493,-122.6416328,12
"45.52649493,-122.6416328",The Pie Spot,Desserts,521 NE 24th Ave,$,4.5,572,Open,45.74727287018872,Bakery,45.52649493,-122.6416328,12
"45.55458563,-122.6755413",Interurban,Bars,4057 N Mississippi Ave,$$,4.0,556,Open,179.99018335315506,Lounge,45.55458563,-122.6755413,12
"45.55458563,-122.6755413",Matt's BBQ,Food Trucks,4233 N Mississippi Ave,$$,4.5,618,Open,32.391994110494615,BBQ Joint,45.55458563,-122.6755413,12
"45.55458563,-122.6755413",Prost,Pubs,4237 N Mississippi Ave,$$,4.0,516,Open,16.65470592223499,Beer Garden,45.55458563,-122.6755413,12
"45.55941042,-122.6685226",Victoria,Cocktail Bars,4835 N Albina Ave,$$,4.0,252,Open,546.3455300618135,Cocktail Bar,45.55941042,-122.6685226,18
"45.52487653,-122.6965141",RingSide Steakhouse,Steakhouses,2165 W Burnside St,$$$,4.0,1047,Open,161.86985895141208,American Restaurant,45.52487653,-122.6965141,18
"45.52487653,-122.6965141",Elephants Delicatessen,Soup,115 NW 22nd Ave,$$,4.5,842,Open,101.73573526479458,Deli,45.52487653,-122.6965141,18
"45.52487653,-122.6965141",Ken's Artisan Bakery,Bakeries,338 NW 21st Ave,$,4.5,915,Open,189.6128707361572,Bakery,45.52487653,-122.6965141,18
"45.53508224,-122.6505639",Blossoming Lotus,Vegan,1713 NE 15th Ave,$$,4.5,1305,Open,50.79203397131071,Vegan and Vegetarian Restaurant,45.53508224,-122.6505639,12
"45.53508224,-122.6505639",Taste Tickler,Sandwiches,1704 NE 14th Ave,$,4.5,395,Open,63.600811796142615,Diner,45.53508224,-122.6505639,12
"45.53508224,-122.6505639",Koji Osakaya Japanese Restaurant,Japanese,1502 NE Weidler St,$$,3.5,161,Open,101.3887963325396,Sushi Restaurant,45.53508224,-122.6505639,12
"45.53508224,-122.6505639",Milo's City Cafe,American (Traditional),1325 NE Broadway St,$$,4.0,486,Open,101.15073781395245,Burger Joint,45.53508224,-122.6505639,12
"45.51936283,-122.6359928",Ken's Artisan Pizza,Pizza,304 SE 28th Ave,$$,4.5,893,Open,166.12708917547684,Pizzeria,45.51936283,-122.6359928,17
"45.51936283,-122.6359928",Baby Doll Pizza,Pizza,2835 SE Stark St,$$,4.5,522,Open,41.08627954072502,Pizzeria,45.51936283,-122.6359928,17
"45.51936283,-122.6359928",Cheese & Crack Snack Shop,Cheese Shops,22 SE 28th Ave,$$,4.5,547,Open,354.03043559934554,American Restaurant,45.51936283,-122.6359928,17
"45.5033655,-122.6447314",Yama Sushi & Izakaya,Sushi Bars,2038 SE Clinton St,$$,4.0,513,Open,3.4781640776889065,Tapas Restaurant,45.5033655,-122.6447314,18
"45.5033655,-122.6447314",Jacqueline,Cocktail Bars,2039 SE Clinton St,$$,4.5,381,Open,17.803834110254886,Cocktail Bar,45.5033655,-122.6447314,18
"45.5033655,-122.6447314",Nuestra Cocina,Mexican,2135 SE Division St,$$,4.5,621,Open,196.77059572076476,Latin American Restaurant,45.5033655,-122.6447314,18
"45.5033655,-122.6447314",Fifty Licks,Ice Cream & Frozen Yogurt,2021 SE Clinton St,$$,4.5,569,Open,36.79109132226628,Ice Cream Parlor,45.5033655,-122.6447314,18
"45.5033655,-122.6447314",Reel M Inn,American (Traditional),2430 SE Division St,$$,4.0,412,Open,354.60840077500035,Dive Bar,45.5033655,-122.6447314,18
"45.51636144,-122.6460457",Nostrana,Italian,1401 SE Morrison St,$$$,4.0,1130,Open,426.207490459899,Pizzeria,45.51636144,-122.6460457,12
"45.51636144,-122.6460457",Mirisata,Sri Lankan,2420 SE Belmont St,$$,4.5,164,Open,393.4078393917888,Sri Lankan Restaurant,45.51636144,-122.6460457,12
"45.51636144,-122.6460457",Pad Thai Kitchen,Thai,2309 SE Belmont St,$$,4.0,532,Open,303.119283370598,Thai Restaurant,45.51636144,-122.6460457,12
"45.51636144,-122.6460457",Devil's Dill Sandwich Shop,Sandwiches,1711 SE Hawthorne Blvd,$$,4.5,381,Open,481.2846758073051,Sandwich Spot,45.51636144,-122.6460457,12
"45.5627419,-122.6889932",The Old Gold,Bars,2105 N Killingsworth St,$$,4.0,201,Open,23.528273013952152,Whisky Bar,45.5627419,-122.6889932,5
"45.5627419,-122.6889932",Backyard Social,Venues & Event Spaces,1914 N Killingsworth St,$$,4.5,112,Open,171.45238306084337,Beer Garden,45.5627419,-122.6889932,5
"45.5627419,-122.6889932",The Stacks Coffeehouse,Coffee & Tea,1831 N Killingsworth St,,4.5,52,Open,216.73529901959543,Coffee Shop,45.5627419,-122.6889932,5
"45.5627419,-122.6889932",Mee Dee Thai Cuisine,Thai,2731 N Killingsworth St,$$,4.0,132,Open,497.2927637368465,Thai Restaurant,45.5627419,-122.6889932,5
"45.5627419,-122.6889932",Blend Coffee Lounge,Coffee & Tea,2710 N Killingsworth St,$,4.5,127,Open,457.1996252261092,Coffee Shop,45.5627419,-122.6889932,5
"45.50936198,-122.6812121",Duck House Chinese Restaurant,Chinese,1968 SW 5th Ave,$$,4.0,999,Open,108.71731195970898,Chinese Restaurant,45.50936198,-122.6812121,12
"45.50936198,-122.6812121",Murata Restaurant,Japanese,200 SW Market St,$$,4.5,394,Open,331.0846099409527,Sushi Restaurant,45.50936198,-122.6812121,12
"45.56274555,-122.6480594",Hat Yai,Thai,1605 NE Killingsworth St,$$,4.5,690,Open,61.982024155362645,Thai Restaurant,45.56274555,-122.6480594,3
"45.56274555,-122.6480594",Tin Shed Garden Cafe,American (New),1438 NE Alberta St,$$,4.5,1965,Open,471.96480275594695,American Restaurant,45.56274555,-122.6480594,3
"45.56274555,-122.6480594",Petite Provence,Bakeries,1824 NE Alberta St,$$,4.5,1415,Open,448.1468938075616,Bakery,45.56274555,-122.6480594,3
"45.56271655,-122.6350486",Dame,Wine Bars,2930 NE Killingsworth St,$$$,4.5,187,Open,23.07409334275696,Wine Bar,45.56271655,-122.6350486,8
"45.56271655,-122.6350486",Urdaneta,Tapas/Small Plates,3033 NE Alberta St,$$$,4.5,342,Open,399.34463011283646,Tapas Restaurant,45.56271655,-122.6350486,8
"45.52279251,-122.6566163",Scotch Lodge,Cocktail Bars,215 SE 9th Ave,$$,4.5,157,Open,161.74362853976186,Cocktail Bar,45.52279251,-122.6566163,14
"45.52279251,-122.6566163",Hey Love,Breakfast & Brunch,920 E Burnside St,$$,4.0,349,Open,29.94494905036436,Cocktail Bar,45.52279251,-122.6566163,14
"45.52279251,-122.6566163",Noble Rot,Wine Bars,1111 E Burnside St,$$$,4.0,700,Open,166.88310148575928,Wine Bar,45.52279251,-122.6566163,14
"45.52279251,-122.6566163",Bar Casa Vale,Tapas Bars,215 SE 9th Ave,$$$,4.0,230,Open,162.98128977592063,Cocktail Bar,45.52279251,-122.6566163,14
"45.52279251,-122.6566163",Doug Fir Lounge,American (Traditional),830 E Burnside St,$$,3.5,1026,Open,23.359215497236587,Music Venue,45.52279251,-122.6566163,14
"45.52279251,-122.6566163",Dimo's Apizza,Pizza,701 E Burnside St,$$,4.0,137,Open,152.89766362897325,Pizzeria,45.52279251,-122.6566163,14
"45.51186486,-122.6210475",The Waffle Window,Breakfast & Brunch,3610 SE Hawthorne Blvd,$$,4.5,1867,Open,421.338191927758,Fast Food Restaurant,45.51186486,-122.6210475,8
"45.51186486,-122.6210475",Harlow,Vegan,3632 SE Hawthorne Blvd,$$,4.0,982,Open,387.32179214113626,Burger Joint,45.51186486,-122.6210475,8
"45.53400578,-122.6555675",Blossoming Lotus,Vegan,1713 NE 15th Ave,$$,4.5,1305,Open,404.3062670816761,Vegan and Vegetarian Restaurant,45.53400578,-122.6555675,8
"45.53400578,-122.6555675",Taste Tickler,Sandwiches,1704 NE 14th Ave,$,4.5,395,Open,354.09873084541493,Diner,45.53400578,-122.6555675,8
"45.53400578,-122.6555675",Milo's City Cafe,American (Traditional),1325 NE Broadway St,$$,4.0,486,Open,327.87049510513646,Burger Joint,45.53400578,-122.6555675,8
"45.53966541,-122.6118851",Zien Hong,Chinese,5314 NE Sandy Blvd,$$,4.0,481,Open,271.93630252052554,Chinese Restaurant,45.53966541,-122.6118851,8
"45.53966541,-122.6118851",Killer Burger,Burgers,4644 NE Sandy Blvd,$$,4.0,880,Open,310.6146990920934,Burger Joint,45.53966541,-122.6118851,8
"45.53966541,-122.6118851",Du's Grill,Japanese,5365 NE Sandy Blvd,$$,4.5,481,Open,351.86424529614146,BBQ Joint,45.53966541,-122.6118851,8
"45.5559258,-122.6008129",Cully Central,Beer Gardens,4579 NE Cully Blvd,$$,5.0,208,Open,79.49296208201072,Beer Garden,45.5559258,-122.6008129,8
"45.5559258,-122.6008129",Angel Food & Fun,Mexican,5135 NE 60th Ave,$,4.5,186,Open,463.4892402250752,Mexican Restaurant,45.5559258,-122.6008129,8
"45.5559258,-122.6008129",Fire On The Mountain,Barbeque,3443 NE 57th Ave,$$,3.5,599,Open,936.46923045878,Pizzeria,45.5559258,-122.6008129,8
"45.5559258,-122.6008129",Bison Coffee House,Coffee & Tea,3941 NE Cully Blvd,$,4.5,158,Open,533.988401243542,Coffee Shop,45.5559258,-122.6008129,8
"45.55836114,-122.6203609",Pizza Jerk,Pizza,5028 NE 42nd Ave,$$,3.5,277,Open,115.74893082540672,Pizzeria,45.55836114,-122.6203609,8
"45.55836114,-122.6203609",Santo Domingo Taqueria,Mexican,5447 NE 42nd Ave,$,4.0,161,Open,468.7146360719101,Mexican Restaurant,45.55836114,-122.6203609,8
"45.52646211,-122.6093034",Tabor Tavern,American (New),5325 E Burnside St,$$,4.0,628,Open,391.7613858871978,Bar,45.52646211,-122.6093034,8
"45.52646211,-122.6093034",Wajan,Indonesian,4611 E Burnside St,$$,4.5,251,Open,588.7096845725252,Indonesian Restaurant,45.52646211,-122.6093034,8
"45.52646211,-122.6093034",Big's Chicken,Chicken Wings,4606 NE Glisan St,$$,4.0,155,Open,478.79739132487214,Fried Chicken Joint,45.52646211,-122.6093034,8
"45.52646211,-122.6093034",American Dream Pizza,Pizza,4620 NE Glisan St,$$,3.5,297,Open,461.5647884406504,Pizzeria,45.52646211,-122.6093034,8
"45.52181825,-122.7044079",Elephants Delicatessen,Soup,115 NW 22nd Ave,$$,4.5,842,Open,647.6644711137922,Deli,45.52181825,-122.7044079,10
"45.52181825,-122.7044079",Portland Japanese Garden,Botanical Gardens,611 SW Kingston Ave,,4.5,1313,Open,414.8571506661272,Botanical Garden,45.52181825,-122.7044079,10
"45.52181825,-122.7044079",International Rose Test Garden,Botanical Gardens,400 SW Kingston Ave,,4.5,828,Open,329.4852713975585,Park,45.52181825,-122.7044079,10
"45.52862062,-122.6905073",Serratto,Italian,2112 NW Kearney St,$$$,4.0,717,Open,331.44892185078595,Italian Restaurant,45.52862062,-122.6905073,15
"45.52862062,-122.6905073",Bantam Tavern,Brewpubs,922 NW 21st Ave,$$,4.5,83,Open,318.83129502527817,Cocktail Bar,45.52862062,-122.6905073,15
"45.56250716,-122.5943702",Cully Central,Beer Gardens,4579 NE Cully Blvd,$$,5.0,208,Open,807.99244923053,Beer Garden,45.56250716,-122.5943702,8
"45.56250716,-122.5943702",Angel Food & Fun,Mexican,5135 NE 60th Ave,$,4.5,186,Open,589.9421697064994,Mexican Restaurant,45.56250716,-122.5943702,8
"45.56250716,-122.5943702",Colwood Golf Center,Golf,7313 NE Columbia Blvd,,3.5,35,Open,729.8995063857725,Golf Course,45.56250716,-122.5943702,8
"45.56250716,-122.5943702",Starbucks,Coffee & Tea,6020 NE Columbia Blvd,$$,3.5,17,Open,810.485528429111,Coffee Shop,45.56250716,-122.5943702,8
"45.53677138,-122.61884",Moon & Sixpence British Pub,Pubs,2014 NE 42nd Ave,$$,4.0,230,Open,88.62482565782767,Lounge,45.53677138,-122.61884,4
"45.53677138,-122.61884",Doe Donuts,Donuts,4110 NE Sandy Blvd,$,4.5,744,Open,244.78127652474728,Donut Shop,45.53677138,-122.61884,4
"45.53677138,-122.61884",Sizzle Pie,Pizza,4144 NE Sandy Blvd,$,3.5,95,Open,173.1437094464326,Pizzeria,45.53677138,-122.61884,4
"45.49787392,-122.6375156",Rudy's Gourmet Pizza,Pizza,2443 SE Powell Blvd,$$,4.0,458,Open,269.44906168871506,Pizzeria,45.49787392,-122.6375156,6
"45.49787392,-122.6375156",Rocio's,Mexican,2850 SE Gladstone St,$$,4.0,335,Open,529.0566679938297,Cocktail Bar,45.49787392,-122.6375156,6
"45.53689808,-122.6199692",Moon & Sixpence British Pub,Pubs,2014 NE 42nd Ave,$$,4.0,230,Open,53.50281634022999,Lounge,45.53689808,-122.6199692,7
"45.53689808,-122.6199692",Doe Donuts,Donuts,4110 NE Sandy Blvd,$,4.5,744,Open,201.8255652818613,Donut Shop,45.53689808,-122.6199692,7
"45.53689808,-122.6199692",Sizzle Pie,Pizza,4144 NE Sandy Blvd,$,3.5,95,Open,133.31020970696167,Pizzeria,45.53689808,-122.6199692,7
"45.51556831,-122.6738924",Killer Burger,Burgers,510 SW 3rd Ave,$$,4.0,878,Open,453.0160398098864,Bar,45.51556831,-122.6738924,18
"45.50350608,-122.6110657",Petite Provence,French,4834 SE Division St,$$,4.0,701,Open,199.81989076182344,Bakery,45.50350608,-122.6110657,5
"45.5301398,-122.6546824",Gather Food & Drink,Lounges,1000 NE Multnomah St,$$,3.5,83,Open,98.5664525967972,Cocktail Bar,45.5301398,-122.6546824,12
"45.5301398,-122.6546824",Blossoming Lotus,Vegan,1713 NE 15th Ave,$$,4.5,1305,Open,666.9619652470054,Vegan and Vegetarian Restaurant,45.5301398,-122.6546824,12
"45.49334301,-122.6369745",Rocio's,Mexican,2850 SE Gladstone St,$$,4.0,335,Open,52.99423190337279,Cocktail Bar,45.49334301,-122.6369745,5
"45.49334301,-122.6369745",Yoko's Japanese Restaurant,Japanese,2878 SE Gladstone St,$$,4.0,402,Open,73.06115630439211,Sushi Restaurant,45.49334301,-122.6369745,5
"45.52500056,-122.6811048",Deschutes Brewery Portland Public House,Brewpubs,210 NW 11th Ave,$$,4.0,3487,Open,72.90008384970405,Bar,45.52500056,-122.6811048,16
"45.52500056,-122.6811048",Mediterranean Exploration Company,Mediterranean,333 NW 13th Ave,$$,4.5,951,Open,269.3322860192369,Mediterranean Restaurant,45.52500056,-122.6811048,16
"45.51782551,-122.6724963",Lechon,Tapas Bars,113 SW Naito Pkwy,$$$,4.5,1825,Open,411.748820738102,American Restaurant,45.51782551,-122.6724963,18
"45.51782551,-122.6724963",Portland Burger,Burgers,304 SW 2nd Ave,$$,4.5,629,Open,290.3245850284296,Beer Bar,45.51782551,-122.6724963,18
"45.51782551,-122.6724963",Killer Burger,Burgers,510 SW 3rd Ave,$$,4.0,878,Open,276.72706163343463,Bar,45.51782551,-122.6724963,18
"45.51889487,-122.6774061",Killer Burger,Burgers,510 SW 3rd Ave,$$,4.0,878,Open,198.69722454215184,Bar,45.51889487,-122.6774061,20
"45.52269573,-122.6703492",Lechon,Tapas Bars,113 SW Naito Pkwy,$$$,4.5,1825,Open,155.95250801205793,American Restaurant,45.52269573,-122.6703492,18
"45.52269573,-122.6703492",Portland Burger,Burgers,304 SW 2nd Ave,$$,4.5,629,Open,325.2319559767206,Beer Bar,45.52269573,-122.6703492,18
"45.51803412,-122.6755071",Killer Burger,Burgers,510 SW 3rd Ave,$$,4.0,878,Open,173.7632431095976,Bar,45.51803412,-122.6755071,12
"45.51803412,-122.6755071",Portland Burger,Burgers,304 SW 2nd Ave,$$,4.5,629,Open,330.7362995839392,Beer Bar,45.51803412,-122.6755071,12
"45.5211726,-122.6763654",Lechon,Tapas Bars,113 SW Naito Pkwy,$$$,4.5,1825,Open,436.9026044344859,American Restaurant,45.5211726,-122.6763654,18
"45.5211726,-122.6763654",Portland Burger,Burgers,304 SW 2nd Ave,$$,4.5,629,Open,278.024436096203,Beer Bar,45.5211726,-122.6763654,18
"45.5211726,-122.6763654",Killer Burger,Burgers,510 SW 3rd Ave,$$,4.0,878,Open,206.6963596240649,Bar,45.5211726,-122.6763654,18
"45.52247868,-122.6732969",Lechon,Tapas Bars,113 SW Naito Pkwy,$$$,4.5,1825,Open,235.6235878845715,American Restaurant,45.52247868,-122.6732969,18
"45.52247868,-122.6732969",Portland Burger,Burgers,304 SW 2nd Ave,$$,4.5,629,Open,230.84135477860647,Beer Bar,45.52247868,-122.6732969,18
"45.5120668,-122.6536974",Grassa,Italian,1375 SE Hawthorne Blvd,$$,4.0,139,Open,144.9315492673358,Italian Restaurant,45.5120668,-122.6536974,7
"45.5120668,-122.6536974",Pyro Pizza,Pizza,1207 SE Hawthorne Blvd,$,4.5,377,Open,46.26515177641853,Pizzeria,45.5120668,-122.6536974,7
"45.5200329,-122.7061544",Portland Japanese Garden,Botanical Gardens,611 SW Kingston Ave,,4.5,1313,Open,177.24699036855097,Botanical Garden,45.5200329,-122.7061544,9
"45.5200329,-122.7061544",International Rose Test Garden,Botanical Gardens,400 SW Kingston Ave,,4.5,828,Open,91.8467519535482,Park,45.5200329,-122.7061544,9
"45.5041321,-122.5451016",Ez Freezy,Ice Cream & Frozen Yogurt,11904 SE Division St,$,4.0,54,Open,327.70790350144694,Frozen Yogurt Shop,45.5041321,-122.5451016,8
"45.52384,-122.673508",Lechon,Tapas Bars,113 SW Naito Pkwy,$$$,4.5,1825,Open,352.26723987171806,American Restaurant,45.52384,-122.673508,7
"45.52384,-122.673508",Portland Burger,Burgers,304 SW 2nd Ave,$$,4.5,629,Open,383.1029750656103,Beer Bar,45.52384,-122.673508,7
"45.526473,-122.6026943",Tabor Tavern,American (New),5325 E Burnside St,$$,4.0,628,Open,587.1157095719343,Bar,45.526473,-122.6026943,7
"45.5891923,-122.7389314",Big Kahuna's BBQ & Catering,Hawaiian,7123 N Lombard St,$,4.0,125,Open,222.32452464891517,BBQ Joint,45.5891923,-122.7389314,9
"45.5891923,-122.7389314",Leisure Public House,Pubs,8002 N Lombard St,$,4.5,235,Open,723.9666840990405,Bar,45.5891923,-122.7389314,9
"45.5152252,-122.6783454",Murata Restaurant,Japanese,200 SW Market St,$$,4.5,394,Open,390.2341454554484,Sushi Restaurant,45.5152252,-122.6783454,6
"45.5127694,-122.6834745",Murata Restaurant,Japanese,200 SW Market St,$$,4.5,394,Open,395.8512492885594,Sushi Restaurant,45.5127694,-122.6834745,4
"45.5105937,-122.6854322",Duck House Chinese Restaurant,Chinese,1968 SW 5th Ave,$$,4.0,999,Open,268.0023111935861,Chinese Restaurant,45.5105937,-122.6854322,4
"45.5105937,-122.6854322",Murata Restaurant,Japanese,200 SW Market St,$$,4.5,394,Open,545.4502588212389,Sushi Restaurant,45.5105937,-122.6854322,4
"45.5229692,-122.6790213",Deschutes Brewery Portland Public House,Brewpubs,210 NW 11th Ave,$$,4.0,3487,Open,288.858636902434,Bar,45.5229692,-122.6790213,9
"45.5664147,-122.6607857",Breakside Brewery,Gastropubs,820 NE Dekum St,$$,4.0,695,Open,641.8548941976254,Bar,45.5664147,-122.6607857,10
"45.5664147,-122.6607857",Popeyes Louisiana Kitchen,Fast Food,5949 NE M L King Blvd,$,3.5,66,Open,90.64284543251974,American Restaurant,45.5664147,-122.6607857,10
"45.5696768,-122.6820685",Nite Hawk Cafe & Lounge,Bars,6423 N Interstate Ave,$$,3.5,163,Open,45.16576465979137,Cocktail Bar,45.5696768,-122.6820685,6
"45.5696768,-122.6820685",El Burrito Azteca,Mexican,1942 N Rosa Parks Way,$,4.0,317,Open,398.53729188659815,Latin American Restaurant,45.5696768,-122.6820685,6
"45.5717805,-122.6564844",Firehouse Restaurant,Pizza,711 NE Dekum St,$$,4.0,475,Open,78.34687640104836,Pizzeria,45.5717805,-122.6564844,7
"45.5717805,-122.6564844",Breakside Brewery,Gastropubs,820 NE Dekum St,$$,4.0,695,Open,45.94347826332388,Bar,45.5717805,-122.6564844,7
"45.5717805,-122.6564844",Tamale Boy,Mexican,1764 NE Dekum St,$,4.5,476,Open,735.7936060780328,Tex-Mex Restaurant,45.5717805,-122.6564844,7
"45.5717805,-122.6564844",P's & Q's Market,Delis,1301 NE Dekum St,$$,4.0,194,Open,388.9747751295291,Grocery Store,45.5717805,-122.6564844,7
"45.5717805,-122.6564844",Tough Luck,Cocktail Bars,1771 NE Dekum St,$$,4.0,99,Open,736.8168608465886,Cocktail Bar,45.5717805,-122.6564844,7
