bike_station_location,name,main_category_x,address,price,rating,review_count,status,distance_away_x,main_category_y,latitude,longitude,num_of_bikes
"45.5027677,-122.6714408",Dough Zone - Downtown Portland,Dim Sum,1910 S River Dr,$$,4.0,604,Open,602.1749837907536,Dumpling Restaurant,45.5027677,-122.6714408,19
"45.52914205,-122.6987028",Salt & Straw,Ice Cream & Frozen Yogurt,838 NW 23rd Ave,$$,4.5,4207,Open,46.51554249860787,Ice Cream Parlor,45.52914205,-122.6987028,18
"45.54998583,-122.6756573",Stormbreaker Brewing,Breweries,832 N Beech St,$$,4.0,421,Open,73.10049376863972,Bar,45.54998583,-122.6756573,18
"45.55076344,-122.6668663",Eem,Cocktail Bars,3808 N Williams Ave,$$,4.5,975,Open,26.114949748558622,Cocktail Bar,45.55076344,-122.6668663,12
"45.55076344,-122.6668663",Life of Pie Pizza,Pizza,3632 N Williams Ave,$$,4.5,872,Open,154.6710418582625,Pizzeria,45.55076344,-122.6668663,12
"45.55076344,-122.6668663",XLB,Noodles,4090 N Williams Ave,$$,3.5,476,Open,274.1795310426696,Chinese Restaurant,45.55076344,-122.6668663,12
"45.54107815,-122.6769716",Bernstein's Bagels,Bagels,816 N Russell St,$,4.5,121,Open,159.42340835674167,Sandwich Spot,45.54107815,-122.6769716,12
"45.52142066,-122.6726291",Lechon,Tapas Bars,113 SW Naito Pkwy,$$$,4.5,1825,Open,145.89517886734097,American Restaurant,45.52142066,-122.6726291,18
"45.52142066,-122.6726291",Portland Burger,Burgers,304 SW 2nd Ave,$$,4.5,629,Open,114.7446729353789,Beer Bar,45.52142066,-122.6726291,18
"45.52142066,-122.6726291",Killer Burger,Burgers,510 SW 3rd Ave,$$,4.0,878,Open,279.27398186130773,Bar,45.52142066,-122.6726291,18
"45.52279251,-122.6840124",Mediterranean Exploration Company,Mediterranean,333 NW 13th Ave,$$,4.5,951,Open,308.0190793444607,Mediterranean Restaurant,45.52279251,-122.6840124,18
"45.52279251,-122.6840124",Deschutes Brewery Portland Public House,Brewpubs,210 NW 11th Ave,$$,4.0,3487,Open,263.4149948630609,Bar,45.52279251,-122.6840124,18
"45.50910258,-122.6735169",Dough Zone - Downtown Portland,Dim Sum,1910 S River Dr,$$,4.0,604,Open,136.68299966291326,Dumpling Restaurant,45.50910258,-122.6735169,27
"45.50910258,-122.6735169",Murata Restaurant,Japanese,200 SW Market St,$$,4.5,394,Open,492.8195480200672,Sushi Restaurant,45.50910258,-122.6735169,27
"45.5123205,-122.6789108",Murata Restaurant,Japanese,200 SW Market St,$$,4.5,394,Open,70.41723996344861,Sushi Restaurant,45.5123205,-122.6789108,12
"45.50473239,-122.62528",Cibo,Italian,3539 SE Division St,$$,4.0,541,Open,194.7699284653434,Pizzeria,45.50473239,-122.62528,3
"45.50473239,-122.62528",Ava Gene's,American (New),3377 SE Division St,$$$,4.0,733,Open,344.89971812812155,Italian Restaurant,45.50473239,-122.62528,3
"45.50473239,-122.62528",Little Beast Brewing Beer Garden,Breweries,3412 SE Division St,$$,4.0,120,Open,308.0538995971474,Beer Bar,45.50473239,-122.62528,3
"45.50473239,-122.62528",Lauretta Jean's,Bakeries,3402 SE Division St,$,4.0,576,Open,324.5246224057273,Bakery,45.50473239,-122.62528,3
"45.50473239,-122.62528",Division Wines,"Beer, Wine & Spirits",3564 SE Division St,$$,5.0,108,Open,139.5487110916031,Liquor Store,45.50473239,-122.62528,3
"45.54830706,-122.6136768",Noho's Hawaiian Cafe,Hawaiian,4627 NE Fremont St,$$,4.0,374,Open,145.0999826052896,Café,45.54830706,-122.6136768,12
"45.54830706,-122.6136768",Hi-Top Tavern,Bars,5015 NE Fremont St,,4.5,59,Open,223.38920660405967,Cocktail Bar,45.54830706,-122.6136768,12
"45.54830706,-122.6136768",Jim & Patty's Coffee,Coffee & Tea,4951 NE Fremont St,$$,4.0,268,Open,169.12662463909533,Café,45.54830706,-122.6136768,12
"45.51189243,-122.6113057",Sapphire Hotel,Lounges,5008 SE Hawthorne Blvd,$$,4.5,487,Open,4.75146695976608,Cocktail Bar,45.51189243,-122.6113057,5
"45.51189243,-122.6113057",Apizza Scholls,Pizza,4741 SE Hawthorne Blvd,$$,4.0,1735,Open,144.60077712731854,Pizzeria,45.51189243,-122.6113057,5
"45.51189243,-122.6113057",East Side Delicatessen,Delis,4626 SE Hawthorne Blvd,$,4.0,408,Open,255.19131250342485,Deli,45.51189243,-122.6113057,5
"45.51189243,-122.6113057",Space Room Lounge,Lounges,4800 SE Hawthorne Blvd,$,3.5,222,Open,123.9365781691392,Lounge,45.51189243,-122.6113057,5
"45.51189243,-122.6113057",Zach's Shack,Fast Food,4611 SE Hawthorne Blvd,$,3.5,270,Open,276.4460491191375,Hot Dog Joint,45.51189243,-122.6113057,5
"45.52642975,-122.6347187",Pambiche,Cuban,2811 NE Glisan St,$$,4.0,1635,Open,172.97883053644782,Ice Cream Parlor,45.52642975,-122.6347187,3
"45.52642975,-122.6347187",Stammtisch,German,401 NE 28th Ave,$$,4.5,517,Open,217.30705399221785,Gastropub,45.52642975,-122.6347187,3
"45.52642975,-122.6347187",Dove Vivi,Pizza,2727 NE Glisan St,$$,4.0,578,Open,222.63912159993865,Pizzeria,45.52642975,-122.6347187,3
"45.50523618,-122.6121104",Petite Provence,French,4834 SE Division St,$$,4.0,701,Open,33.80719020307691,Bakery,45.50523618,-122.6121104,3
"45.56267617,-122.6946044",Mee Dee Thai Cuisine,Thai,2731 N Killingsworth St,$$,4.0,132,Open,64.54493507105701,Thai Restaurant,45.56267617,-122.6946044,3
"45.56267617,-122.6946044",The Old Gold,Bars,2105 N Killingsworth St,$$,4.0,201,Open,429.3307333346807,Whisky Bar,45.56267617,-122.6946044,3
"45.56267617,-122.6946044",Backyard Social,Venues & Event Spaces,1914 N Killingsworth St,$$,4.5,112,Open,607.1177164855695,Beer Garden,45.56267617,-122.6946044,3
"45.56267617,-122.6946044",Mio Sushi,Sushi Bars,2735 N Killingsworth St,$$,3.5,165,Open,66.84099268965186,Sushi Restaurant,45.56267617,-122.6946044,3
"45.56267617,-122.6946044",Blend Coffee Lounge,Coffee & Tea,2710 N Killingsworth St,$,4.5,127,Open,21.322425586643,Coffee Shop,45.56267617,-122.6946044,3
"45.56267617,-122.6946044",Madrona Hill Cafe,Bakeries,5937 N Greeley Ave,$,4.5,65,Open,409.3433525673883,Bakery,45.56267617,-122.6946044,3
"45.53893649,-122.6432884",Blossoming Lotus,Vegan,1713 NE 15th Ave,$$,4.5,1305,Open,701.1221632330085,Vegan and Vegetarian Restaurant,45.53893649,-122.6432884,12
"45.53893649,-122.6432884",Twisted Croissant,Bakeries,2129 NE Broadway St,$$,4.5,207,Open,412.790859196614,Bakery,45.53893649,-122.6432884,12
"45.51649676,-122.6307517",Sweet Hereafter,Bars,3326 SE Belmont St,$$,4.0,496,Open,35.3496633351968,Cocktail Bar,45.51649676,-122.6307517,12
"45.51649676,-122.6307517",Farmhouse Kitchen Thai Cuisine,Thai,3354 SE Hawthorne Blvd,$$,4.5,858,Open,520.215399347478,Thai Restaurant,45.51649676,-122.6307517,12
"45.51633325,-122.6566324",Hat Yai,Thai,605 SE Belmont St,$$,4.0,238,Open,229.9493852520308,Thai Restaurant,45.51633325,-122.6566324,18
"45.51633325,-122.6566324",Rum Club,American (New),720 SE Sandy Blvd,$$,4.0,286,Open,305.79769735013696,Cocktail Bar,45.51633325,-122.6566324,18
"45.55335313,-122.6669146",Eem,Cocktail Bars,3808 N Williams Ave,$$,4.5,975,Open,291.51096632769026,Cocktail Bar,45.55335313,-122.6669146,12
"45.55335313,-122.6669146",XLB,Noodles,4090 N Williams Ave,$$,3.5,476,Open,31.746361510458183,Chinese Restaurant,45.55335313,-122.6669146,12
"45.55335313,-122.6669146",Life of Pie Pizza,Pizza,3632 N Williams Ave,$$,4.5,872,Open,441.3165072070151,Pizzeria,45.55335313,-122.6669146,12
"45.55335313,-122.6669146",JinJu Patisserie,Bakeries,4063 N Williams Ave,$$,4.5,224,Open,43.60362442150391,Bakery,45.55335313,-122.6669146,12
"45.51222277,-122.6454261",Devil's Dill Sandwich Shop,Sandwiches,1711 SE Hawthorne Blvd,$$,4.5,381,Open,222.4920316312368,Sandwich Spot,45.51222277,-122.6454261,13
"45.51222277,-122.6454261",Nimblefish,Sushi Bars,1524 SE 20th Ave,$$$$,4.0,171,Open,50.27022741233781,Sushi Restaurant,45.51222277,-122.6454261,13
"45.54125782,-122.6966717",Life of Pie,Pizza,1765 NW 23rd Ave,$$,4.5,254,Open,694.8344377597068,Pizzeria,45.54125782,-122.6966717,2
"45.52643433,-122.6362449",Pambiche,Cuban,2811 NE Glisan St,$$,4.0,1635,Open,56.44914351059269,Ice Cream Parlor,45.52643433,-122.6362449,3
"45.52643433,-122.6362449",Stammtisch,German,401 NE 28th Ave,$$,4.5,517,Open,109.26545088265556,Gastropub,45.52643433,-122.6362449,3
"45.52643433,-122.6362449",Dove Vivi,Pizza,2727 NE Glisan St,$$,4.0,578,Open,105.40796077121912,Pizzeria,45.52643433,-122.6362449,3
"45.55905507,-122.6427104",Pine State Biscuits,Southern,2204 NE Alberta St,$$,4.5,4088,Open,6.083264537316272,American Restaurant,45.55905507,-122.6427104,5
"45.55905507,-122.6427104",Bollywood Theater,Indian,2039 NE Alberta St,$$,4.0,1043,Open,106.23951855633072,South Indian Restaurant,45.55905507,-122.6427104,5
"45.55905507,-122.6427104",Petite Provence,Bakeries,1824 NE Alberta St,$$,4.5,1415,Open,271.1162436869766,Bakery,45.55905507,-122.6427104,5
"45.55905507,-122.6427104",Salt & Straw,Ice Cream & Frozen Yogurt,2035 NE Alberta St,$$,4.5,1891,Open,113.6077878251526,Ice Cream Parlor,45.55905507,-122.6427104,5
"45.55908767,-122.6407517",Pine State Biscuits,Southern,2204 NE Alberta St,$$,4.5,4088,Open,154.94947372783568,American Restaurant,45.55908767,-122.6407517,5
"45.55908767,-122.6407517",Bollywood Theater,Indian,2039 NE Alberta St,$$,4.0,1043,Open,257.23425827598345,South Indian Restaurant,45.55908767,-122.6407517,5
"45.56197102,-122.6820369",Backyard Social,Venues & Event Spaces,1914 N Killingsworth St,$$,4.5,112,Open,376.97409457047695,Beer Garden,45.56197102,-122.6820369,8
"45.56197102,-122.6820369",The Old Gold,Bars,2105 N Killingsworth St,$$,4.0,201,Open,560.492261799326,Whisky Bar,45.56197102,-122.6820369,8
"45.56197102,-122.6820369",Tulip Shop Tavern,American (Traditional),825 N Killingsworth St,$$,4.0,108,Open,509.1062395500844,Cocktail Bar,45.56197102,-122.6820369,8
"45.56197102,-122.6820369",Saraveza,"Beer, Wine & Spirits",1004 N Killingsworth St,$$,4.0,302,Open,384.1577760835117,Wine Bar,45.56197102,-122.6820369,8
"45.56197102,-122.6820369",Gonzalez Taqueria,Mexican,1540 N Killingsworth St,$,4.5,58,Open,110.18857186106284,Fast Food Restaurant,45.56197102,-122.6820369,8
"45.53140997,-122.6574612",Gather Food & Drink,Lounges,1000 NE Multnomah St,$$,3.5,83,Open,163.7113626168011,Cocktail Bar,45.53140997,-122.6574612,8
"45.55645437,-122.6603794",The Bye and Bye,Vegan,1011 NE Alberta St,$$,4.0,925,Open,515.0789012667069,Speakeasy,45.55645437,-122.6603794,18
"45.55645437,-122.6603794",Radio Room,American (New),1101 NE Alberta St,$$,3.5,777,Open,568.1226670525965,Bar,45.55645437,-122.6603794,18
"45.52440674,-122.6497686",Noble Rot,Wine Bars,1111 E Burnside St,$$$,4.0,700,Open,402.7600205301383,Wine Bar,45.52440674,-122.6497686,18
"45.52440674,-122.6497686",Hey Love,Breakfast & Brunch,920 E Burnside St,$$,4.0,349,Open,535.3939601483179,Cocktail Bar,45.52440674,-122.6497686,18
"45.52297292,-122.6434118",Screen Door Eastside,Southern,2337 E Burnside St,$$,4.5,8387,Open,135.4994895003553,American Restaurant,45.52297292,-122.6434118,11
"45.52297292,-122.6434118",Luce,Italian,2140 E Burnside St,$$,4.0,334,Open,30.418465798957143,Italian Restaurant,45.52297292,-122.6434118,11
"45.52297292,-122.6434118",Ate-Oh-Ate,Hawaiian,2454 E Burnside St,$$,4.0,580,Open,246.76464973613255,Hawaiian Restaurant,45.52297292,-122.6434118,11
"45.52297292,-122.6434118",Han Oak,Korean,511 NE 24th Ave,$$$$,4.0,330,Open,443.8240021335022,Korean Restaurant,45.52297292,-122.6434118,11
"45.50624163,-122.6633379",Ground Breaker Brewing,Breweries,2030 SE 7th Ave,$$,4.0,255,Open,421.622414856801,Bar,45.50624163,-122.6633379,18
"45.50624163,-122.6633379",Palomar,Cocktail Bars,959 SE Division St,$$,4.0,223,Open,547.342606555504,Cocktail Bar,45.50624163,-122.6633379,18
"45.50624163,-122.6633379",Pine State Biscuits,Breakfast & Brunch,1100 SE Division St,$$,4.5,1312,Open,704.226138279431,Breakfast Spot,45.50624163,-122.6633379,18
"45.50624163,-122.6633379",Oregon Museum of Science and Industry,Museums,1945 SE Water Ave,,4.0,589,Open,264.0938698685918,Science Museum,45.50624163,-122.6633379,18
"45.51202353,-122.6363119",Farmhouse Kitchen Thai Cuisine,Thai,3354 SE Hawthorne Blvd,$$,4.5,858,Open,505.0394479074875,Thai Restaurant,45.51202353,-122.6363119,18
"45.55916922,-122.6514316",Tin Shed Garden Cafe,American (New),1438 NE Alberta St,$$,4.5,1965,Open,47.76691980936327,American Restaurant,45.55916922,-122.6514316,3
"45.55916922,-122.6514316",Bamboo Sushi,Sushi Bars,1409 NE Alberta St,$$,4.0,272,Open,17.012461619095635,Sushi Restaurant,45.55916922,-122.6514316,3
"45.55916922,-122.6514316",Radio Room,American (New),1101 NE Alberta St,$$,3.5,777,Open,225.18479598733043,Bar,45.55916922,-122.6514316,3
"45.55916922,-122.6514316",The Bye and Bye,Vegan,1011 NE Alberta St,$$,4.0,925,Open,294.4734185206537,Speakeasy,45.55916922,-122.6514316,3
"45.55916922,-122.6514316",Petite Provence,Bakeries,1824 NE Alberta St,$$,4.5,1415,Open,409.0492809267316,Bakery,45.55916922,-122.6514316,3
"45.55913676,-122.6554307",Radio Room,American (New),1101 NE Alberta St,$$,3.5,777,Open,88.4882293929276,Bar,45.55913676,-122.6554307,5
"45.55913676,-122.6554307",The Bye and Bye,Vegan,1011 NE Alberta St,$$,4.0,925,Open,28.715994647808017,Speakeasy,45.55913676,-122.6554307,5
"45.55913676,-122.6554307",Tin Shed Garden Cafe,American (New),1438 NE Alberta St,$$,4.5,1965,Open,355.00001728981806,American Restaurant,45.55913676,-122.6554307,5
"45.55913676,-122.6554307",Bamboo Sushi,Sushi Bars,1409 NE Alberta St,$$,4.0,272,Open,326.3291896984244,Sushi Restaurant,45.55913676,-122.6554307,5
"45.52358836,-122.6619177",Dimo's Apizza,Pizza,701 E Burnside St,$$,4.0,137,Open,276.88980407365506,Pizzeria,45.52358836,-122.6619177,6
"45.52507854,-122.6775563",Deschutes Brewery Portland Public House,Brewpubs,210 NW 11th Ave,$$,4.0,3487,Open,340.133985275895,Bar,45.52507854,-122.6775563,18
"45.5048393,-122.6296306",Ava Gene's,American (New),3377 SE Division St,$$$,4.0,733,Open,7.812360920323324,Italian Restaurant,45.5048393,-122.6296306,18
"45.5048393,-122.6296306",Cibo,Italian,3539 SE Division St,$$,4.0,541,Open,145.1897083520158,Pizzeria,45.5048393,-122.6296306,18
"45.5048393,-122.6296306",PDX Sliders,Burgers,3111 SE Division St,$$,4.5,483,Open,303.9069343215483,Burger Joint,45.5048393,-122.6296306,18
