bike_station_location,name,main_category,address,price,rating,review_count,status,distance_away
"45.569917,-122.6744197",Sushi One,Japanese,6516 N Denver Ave,$$,4.0,144,Open,984.4612617142772
"45.569917,-122.6744197",Peninsula Park,Parks,700 N Rosa Parks Way,n/a,4.5,97,Open,44.705178576976174
"45.569917,-122.6744197",El Burrito Azteca,Mexican,1942 N Rosa Parks Way,$,4.0,317,Open,994.0928301368855
"45.569917,-122.6744197",Jamaican Homestyle Cuisine,Caribbean,441 North Killingsworth St,$$,4.0,142,Open,822.8393289179925
"45.569917,-122.6744197",La Perlita,Coffee & Tea,5620 N Interstate Ave,$,5.0,257,Open,899.3970211152933
"45.569917,-122.6744197",Tulip Shop Tavern,American (Traditional),825 N Killingsworth St,$$,4.0,108,Open,790.6288821503307
"45.569917,-122.6744197",Turn! Turn! Turn!,Bars,8 NE Killingsworth St,$,4.5,36,Open,1014.2019653508496
"45.569917,-122.6744197",Auntea Ha,Bubble Tea,5329 N Interstate Ave,$$,5.0,99,Open,1130.3709200863254
"45.569917,-122.6744197",Saraveza,"Beer, Wine & Spirits",1004 N Killingsworth St,$$,4.0,302,Open,843.0940318547122
"45.569917,-122.6744197",Hail Snail,Desserts,6550 N Interstate Ave,n/a,5.0,34,Open,576.8069187004853
"45.569917,-122.6744197",Haymaker,Bars,1233 N Killingsworth St,$$,4.5,87,Open,896.8790899559991
"45.569917,-122.6744197",La Puerta Pdx,Food Trucks,7339 NE Martin Luther King Jr Blvd,$$,5.0,83,Open,1219.014675554343
"45.5628283,-122.6093459",Cully Central,Beer Gardens,4579 NE Cully Blvd,$$,5.0,208,Open,991.8039408527582
"45.5628283,-122.6093459",NEPO 42,American (New),5403 NE 42nd Ave,$$,4.0,327,Open,895.9028087672161
"45.5628283,-122.6093459",Santo Domingo Taqueria,Mexican,5447 NE 42nd Ave,$,4.0,161,Open,885.747874897217
"45.5628283,-122.6093459",Pinches Burros,Mexican,5745 NE Prescott St,$,4.5,70,Open,928.1240695567501
"45.5628283,-122.6093459",Mgwalexs Hawaiian Grill,Food Trucks,4549 NE Cully Blvd,$,4.5,91,Open,1027.6899503460108
"45.5628283,-122.6093459",Khao Niew - Lao Street Food,Street Vendors,4579 NE Cully Blvd,$,4.5,93,Open,993.3306610183475
"45.5628283,-122.6093459",Sure Shot Burger,American (Traditional),5013 NE 42nd Ave,$,4.5,51,Open,959.7172559437997
"45.5628283,-122.6093459",Spare Room Restaurant and Lounge,Bars,4830 NE 42nd Ave,$,4.0,106,Open,991.7782561912497
"45.5628283,-122.6093459",Angel Food & Fun,Mexican,5135 NE 60th Ave,$,4.5,186,Open,709.5330014215322
"45.5628283,-122.6093459",Pizza Jerk,Pizza,5028 NE 42nd Ave,$$,3.5,277,Open,926.3783785287739
"45.5628283,-122.6093459",Mariscos el Malecon,Mexican,5800 NE Portland Hwy,$$,4.0,59,Open,679.9834795191109
"45.5628283,-122.6093459",Tiny Moreso,Juice Bars & Smoothies,4520 NE 42nd Ave,$,5.0,46,Open,1136.926290323082
"45.5628283,-122.6093459",Miss Zumstein,Coffee & Tea,5027 NE 42nd Ave,$,4.5,114,Open,954.5103189545321
"45.5628283,-122.6093459",Los Mayas Loncheria,Tacos,4212 NE Prescott St,n/a,4.5,46,Open,1184.0222185948412
"45.5628283,-122.6093459",Rawdacious Desserts,Desserts,4520 NE 42nd Ave,$$,4.5,27,Open,1136.926290323082
"45.5628283,-122.6093459",42nd Ave Fish & Chips,Seafood,5302 NE 42nd Ave,$,3.5,190,Open,857.9513435684961
"45.5628283,-122.6093459",Dutch Bros Coffee,Coffee & Tea,4721 NE Columbia Blvd,$,4.5,62,Open,981.4578862489128
"45.5628283,-122.6093459",Ole Frijole,Mexican,4125 NE Killingsworth St,$,4.0,165,Open,896.9063009470403
"45.5628283,-122.6093459",Three Fifty Cafe,Vietnamese,6205 NE Prescott St,n/a,5.0,16,Open,1135.1290620987047
"45.5628283,-122.6093459",Taqueria Mendoza,Mexican,6010 NE Killingsworth,$,4.5,14,Open,694.060321398352
"45.5092949,-122.6846036",Duck House Chinese Restaurant,Chinese,1968 SW 5th Ave,$$,4.0,999,Open,156.69319259404224
"45.5092949,-122.6846036",SomTum Thai Kitchen,Thai,1924 SW Broadway,$$,4.5,89,Open,115.62569718821926
"45.5092949,-122.6846036",Luc Lac,Vietnamese,835 SW 2nd Ave,$$,4.0,4096,Open,1107.7092302575782
"45.5092949,-122.6846036",Phat Cart,Asian Fusion,420 SW College St,$$,4.5,266,Open,185.05050437307503
"45.5092949,-122.6846036",LoveVerona Pizza&Pasta DownTown,Pizza,540 SW College St,$$,4.0,338,Open,98.34744880212607
"45.5092949,-122.6846036",Tasty Corner,Chinese,624 SW Hall St,$$,4.0,87,Open,130.0783371304864
"45.5092949,-122.6846036",Q Restaurant & Bar,American (New),828 SW 2nd Ave,$$$,4.5,929,Open,1118.7333113935615
"45.5092949,-122.6846036",Library Taphouse & Kitchen,Bars,615 SW Harrison St,$$,4.0,86,Open,248.84717846725343
"45.5092949,-122.6846036",Pho 503,Vietnamese,635 SW College St,n/a,4.5,76,Open,95.09588628229459
"45.5092949,-122.6846036",Murata Restaurant,Japanese,200 SW Market St,$$,4.5,394,Open,538.704715743842
"45.5092949,-122.6846036",Southpark Seafood,Seafood,901 SW Salmon St,$$$,4.0,1549,Open,987.2851546463439
"45.5092949,-122.6846036",Poblano Pepper,New Mexican Cuisine,1921 SW 6th Ave,$$,5.0,18,Open,113.00983523335778
"45.5092949,-122.6846036",Higgins Restaurant,French,1239 SW Broadway,$$$,4.0,599,Open,726.8664680411134
"45.5092949,-122.6846036",King Tide Fish and Shell,Seafood,1510 SW Harbor Way,$$,4.0,246,Open,825.4468320407959
"45.5092949,-122.6846036",Morton's The Steakhouse,Steakhouses,213 SW Clay St,$$$$,4.0,375,Open,668.2385209356003
"45.5092949,-122.6846036",Il Terrazzo,Italian,315 S Montgomery St,$$,4.0,246,Open,833.6993079180734
"45.5092949,-122.6846036",Yomie Rice x Yogurt,Bubble Tea,1968 SW Broadway,$$,4.0,48,Open,35.27099901707082
"45.5092949,-122.6846036",Cheerful Tortoise,Karaoke,1939 SW 6th Ave,$,3.0,232,Open,93.96653855739204
"45.5092949,-122.6846036",Jong Can,Chinese,1923 SW 6th Ave,n/a,4.5,101,Open,104.79260172867265
"45.5092949,-122.6846036",Fish-San,Sushi Bars,1717 SW Park Ave,n/a,5.0,49,Open,400.3390282581342
"45.4976098,-122.5818846",Chungdam Korean Fusion,Korean,7901 SE Powell Blvd,$$,4.0,251,Open,36.5576380245607
"45.4976098,-122.5818846",Kenny's Noodle House,Chinese,8305 SE Powell Blvd,$$,4.0,599,Open,339.20738305839853
"45.4976098,-122.5818846",Kkoki Korean BBQ - Portland,Korean,8001 SE Powell Blvd,$$$,3.5,164,Open,242.7148342065237
"45.4976098,-122.5818846",Rosita's Place,Mexican,3405 SE 82nd Ave,$,4.5,87,Open,217.28847326313203
"45.4976098,-122.5818846",Mixteca Mexican Restaurant,Mexican,2320 SE 82nd Ave,$,4.5,115,Open,1017.4389234852059
"45.4976098,-122.5818846",Thai Fresh Restaurant & Catering,Thai,8409 SE Division St,$$,4.0,286,Open,918.4341254146916
"45.4976098,-122.5818846",Bucket Brigade Sports Bar,Sports Bars,8012 SE Powell Blvd,$$,3.5,82,Open,115.60880081443291
"45.4976098,-122.5818846",Thien Hoang Restaurant,Vietnamese,8001 SE Powell Blvd,$,3.0,72,Open,211.1157635506774
"45.4976098,-122.5818846",Sokongdong Tofu & BBQ,Korean,2850 SE 82nd Ave,$$,4.0,302,Open,559.6084909113152
"45.4976098,-122.5818846",Binh Minh Sandwiches,Vietnamese,7821 S E Powell Blvd,$,3.5,83,Open,33.34126510687274
"45.4976098,-122.5818846",Phoenix City Seafood Restaurant,Seafood,7632 SE Powell Blvd,n/a,4.0,67,Open,170.4650250339797
"45.4976098,-122.5818846",Safari Gyro,Middle Eastern,7815 SE Powell Blvd,$,4.0,30,Open,50.78091885479509
"45.4976098,-122.5818846",Gyro House Mediterranean Grill,Mediterranean,8140 SE Cora St,$,4.0,365,Open,754.978934847373
"45.4976098,-122.5818846",Master Kong,Noodles,8435 SE Division St,$$,4.0,450,Open,927.8078551299657
"45.4976098,-122.5818846",El Inka,Latin American,8560 SE DIVISiON St,$$,4.0,173,Open,957.3399841218663
"45.4976098,-122.5818846",WinCo Foods,Grocery,7979 SE Powell Blvd,$,3.5,56,Open,102.60033771003967
"45.4976098,-122.5818846",Van Hanh Vegan Restaurant ,Vegetarian,8446 SE Division St,$,4.0,272,Open,898.7806228597155
"45.4976098,-122.5818846",Tik Tok,American (Traditional),3330 SE 82nd Ave,$,3.5,108,Open,274.4880306376236
"45.4976098,-122.5818846",Black Bear Diner - Portland,Diners,3737 SE 82nd Ave,$$,3.5,146,Open,363.77230176434244
"45.4976098,-122.5818846",BAMBU,Juice Bars & Smoothies,8001 SE Powell Blvd,$,3.5,117,Open,244.51274763343596
"45.519326,-122.5468687",Sayler's Old Country Kitchen,Steakhouses,10519 SE Stark St,$$$,4.0,876,Open,654.7895618907271
"45.519326,-122.5468687",Bridge City Taproom,Sports Bars,620 SE 122nd Ave,$$,4.5,441,Open,756.4887787833728
"45.519326,-122.5468687",Grill On the Go,Mediterranean,10175 SE Stark St,$,4.5,131,Open,927.0356608584488
"45.519326,-122.5468687",La Osita,Street Vendors,1427-1515 SE 122nd Ave Cart A,$,5.0,111,Open,1091.356211399781
"45.519326,-122.5468687",Los Francos,Mexican,12051 SE Stark St,$,4.5,80,Open,644.8391512149977
"45.519326,-122.5468687",Fujiyama Sushi Bar,Sushi Bars,10308 SE Washington St,$,3.5,156,Open,819.4696002109685
"45.519326,-122.5468687",Just Tea,Tea Rooms,1045 SE 122nd Ave,$,4.5,69,Open,806.6392977390489
"45.519326,-122.5468687",Ozzie's Deli & Gyros,Delis,10000 SE Main St,$,4.5,113,Open,1114.2774565770799
"45.519326,-122.5468687",Sisters Ethiopian Restaurant,Ethiopian,1720 SE 122nd Ave,n/a,4.5,88,Open,1191.9293502500345
"45.519326,-122.5468687",Los Arcos Mexican Food,Mexican,102ND And Stark,$,4.0,37,Open,916.9248224992282
"45.519326,-122.5468687",Thai Garden,Thai,10175 SE Stark St,$,4.0,182,Open,918.5189538537325
"45.519326,-122.5468687",Cha Ya Kitchen,Bubble Tea,10175 SE Stark St,n/a,5.0,13,Open,927.0356608584488
"45.519326,-122.5468687",Heavenly Donuts,Donuts,504 NE 102nd Ave,$,3.5,124,Open,1167.3439567789712
"45.519326,-122.5468687",Boss Hawg's,American (Traditional),617 NE 102nd Ave,$,3.5,91,Open,1270.1143071883075
"45.519326,-122.5468687",Taqueria Antojitos Yucateco,Mexican,10175 SE Stark St,$,4.5,70,Open,920.9991807319253
"45.519326,-122.5468687",Pig-N-Pancake,Breakfast & Brunch,12110 NE Glisan St,$$,3.5,153,Open,958.907235816429
"45.519326,-122.5468687",La Isla Bonita,Mexican,302 NE 122nd Ave,$$,3.5,94,Open,945.3142915645926
"45.519326,-122.5468687",Jubilee Hall,Community Service/Non-Profit,12175 E Burnside St,n/a,5.0,11,Open,786.1158464010819
"45.519326,-122.5468687",Gold Garden Restaurant,Chinese,1818 SE 122nd Ave,$$,3.5,103,Open,1222.2682156840929
"45.519326,-122.5468687",Portland Teriyaki,Asian Fusion,12427 NE Glisan St,$,4.0,58,Open,1238.160738338786
"45.5870144,-122.6951643",Swift and Union,Burgers,8103 N Denver Ave,$$,4.0,461,Open,853.7418703000683
"45.5870144,-122.6951643",Fino - Bistro & Pizzeria,Italian,8225 N Denver Ave,$$,4.0,426,Open,781.9099146536663
"45.5870144,-122.6951643",Parkside,Pubs,2135 N Willis Blvd,$$,5.0,75,Open,594.5100244241969
"45.5870144,-122.6951643",Po' Shines Cafe De La Soul,Soul Food,8139 N Denver Ave,$$,3.5,453,Open,807.5201203503495
"45.5870144,-122.6951643",Presso Coffee,Coffee & Tea,2020 N Mcclellan St,$$,4.5,166,Open,755.7521251301592
"45.5870144,-122.6951643",Casa Maya Taqueria & Cantina,Mexican,8233 N Denver Ave,n/a,4.0,90,Open,777.3070980093976
"45.5870144,-122.6951643",Emperor Georgiou's Tea Room,British,8237 N Denver Ave,n/a,4.0,14,Open,767.2389903728689
"45.5870144,-122.6951643",Kenton Station,American (Traditional),8303 N Denver Ave,$,3.5,118,Open,757.188865255941
"45.5870144,-122.6951643",Posies Bakery & Cafe,Bakeries,8208 N Denver Ave,$,4.0,258,Open,836.5460790752586
"45.5870144,-122.6951643",Kenton Club,Bars,2025 N Kilpatrick St,$,3.5,77,Open,772.2427785352709
"45.5870144,-122.6951643",Paul Bunyan Statue,Landmarks & Historical Buildings,8433 N Interstate Ave,n/a,4.5,47,Open,752.7945790821142
"45.5870144,-122.6951643",Fetzer's German Sausage,Food Stands,"Portland, OR 97217",$,5.0,5,Open,456.30544158887926
"45.5870144,-122.6951643",Tavern On Denver,"Beer, Wine & Spirits",8234 N Denver Ave,$,4.0,8,Open,801.5943275008568
"45.5870144,-122.6951643",Arby's,Fast Food,3171 N Lombard,$,2.5,39,Open,928.1349074822642
"45.5870144,-122.6951643",Kenton Park,Parks,8417 N Brandon Ave,n/a,4.0,10,Open,555.639080021424
"45.5870144,-122.6951643",Delta Park,Parks,10850 N Denver Ave,n/a,3.5,16,Open,1153.974845075048
"45.5870144,-122.6951643",Trenton Park,Parks,8900 N Endicott Ave,n/a,5.0,1,Open,545.6313915826976
"45.5616203,-122.6616835",Keys Lounge,Cocktail Bars,533 NE Killingsworth St,$$,4.0,111,Open,209.49272180444046
"45.5616203,-122.6616835",Pig Patas Tacos,Tacos,445 NE Killingsworth St,$$,4.5,213,Open,173.47251647257949
"45.5616203,-122.6616835",Old Town Brewing Co,Breweries,5201 NE Martin Luther King Jr Blvd,$$,4.0,138,Open,108.9773265350219
"45.5616203,-122.6616835",Twirling Bird,Food Trucks,625 NE Killingsworth,n/a,5.0,68,Open,249.41274075409348
"45.5616203,-122.6616835",Swiss Hibiscus,Modern European,4950 NE 14th Ave,$$,5.0,571,Open,857.2078875720252
"45.5616203,-122.6616835",PDX Dönerländ,Turkish,625 NE Killingsworth St,$,4.5,117,Open,264.8416422804298
"45.5616203,-122.6616835",The Original Halibuts,Food Trucks,625 NE Killingsworth St,$$,4.5,145,Open,249.2182937405553
"45.5616203,-122.6616835",Aberus Ethiopian Restaurant,Ethiopian,438 NE Killingsworth St,$$,4.5,152,Open,131.97804346162127
"45.5616203,-122.6616835",Masala Lab,Indian,5237 NE Martin Luther King Jr Blvd,$$,4.0,27,Open,47.120691479592544
"45.5616203,-122.6616835",Curious Comedy Theater,Performing Arts,5225 NE Martin Luther King Blvd,$,4.5,117,Open,64.75648367996081
"45.5616203,-122.6616835",Cereus PDX,Cocktail Bars,1465 NE Prescott St,$$,4.5,60,Open,1094.8424149585483
"45.5616203,-122.6616835",Bella's Cravings,Food Trucks,625 NE Killingsworth St,$$,5.0,85,Open,255.66365814970573
"45.5616203,-122.6616835",Tin Shed Garden Cafe,American (New),1438 NE Alberta St,$$,4.5,1965,Open,890.8997147880095
"45.5616203,-122.6616835",Honey Spicy,Korean,714 NE Killingsworth St,$$,4.5,42,Open,282.7534067075067
"45.5616203,-122.6616835",The Bye and Bye,Vegan,1011 NE Alberta St,$$,4.0,925,Open,564.3851117365316
"45.5616203,-122.6616835",Alberta Street Market,Chicken Wings,909 NE Alberta St,$,4.5,108,Open,490.6353677234301
"45.5616203,-122.6616835",Melt,Sandwiches,625 NE Killingsworth st,n/a,4.5,19,Open,249.41274075409348
"45.5616203,-122.6616835",Rollin' Fresh,Sushi Bars,625 NE Killingsworth St,n/a,3.5,114,Open,250.28732503066067
"45.5616203,-122.6616835",Radio Room,American (New),1101 NE Alberta St,$$,3.5,777,Open,628.8465827916954
"45.5616203,-122.6616835",Spaghettaboutit,Italian,320 SE Baseline St,$,4.5,43,Open,249.41274075409348
"45.4990782,-122.6837991",Siam Umami,Thai,4237 S Corbett Ave,$$,5.0,66,Open,918.5646082034607
"45.4990782,-122.6837991",Caro Amico Italian Cafe,Italian,3606 SW Barbur Blvd,$$,4.0,174,Open,464.67143492947264
"45.4990782,-122.6837991",The Growler Guys,Pubs,3739 SW Bond Ave,$$,4.5,87,Open,1054.5311518274393
"45.4990782,-122.6837991",St. Barbra Pinoy Bakery,Bakeries,2311 SW 6th Ave,$$,4.5,104,Open,822.740452390752
"45.4990782,-122.6837991",Thai Vendor,Thai,907 SW Gibbs St,$$,4.5,19,Open,461.3414504649677
"45.4990782,-122.6837991",Lair Hill Bistro,Breakfast & Brunch,2823 SW 1st Ave,$,3.5,128,Open,542.4793059659746
"45.4990782,-122.6837991",Ross Island Grocery & Cafe,Cafes,3502 SW Corbett Ave,$,4.0,121,Open,644.177739402299
"45.4990782,-122.6837991",Thai Yummy,Street Vendors,1010 SW Gibbs,$,5.0,152,Open,529.7439710096121
"45.4990782,-122.6837991",Momiji Sushi Bento Teriyaki - OHSU,Sushi Bars,3460 SW US Veterans Hospital Rd,n/a,4.0,22,Open,430.42113482224056
"45.4990782,-122.6837991",Olia Poke & Tea,Poke,2720 S Moody Ave,$$,4.5,101,Open,1046.2517087490992
"45.4990782,-122.6837991",Suki's Bar and Grill,Karaoke,2401 SW 4th Ave,$,3.5,196,Open,751.9224792887138
"45.4990782,-122.6837991",Cha Cha Cha Taqueria Moody,Mexican,3135 S Moody Ave,$$,3.0,129,Open,934.3769003796675
"45.4990782,-122.6837991",Blue Star Donuts,Donuts,672 S Gaines St,$,4.0,154,Open,1015.8463132034781
"45.4990782,-122.6837991",Lilia Comedor,French,3159 S Moody Ave,n/a,4.5,39,Open,929.7320838290417
"45.4990782,-122.6837991",Flying Elephants at South Waterfront,Delis,2730 S Moody Ave,$$,3.5,52,Open,1037.0540754025499
"45.4990782,-122.6837991",Umai Japanese Twist,Japanese,3714 SW Macadam Ave,n/a,4.5,37,Open,931.3502549289789
"45.4990782,-122.6837991",Enchanted Sun Breakfast Burritos,Mexican,1717 SW Park Ave,$,4.5,58,Open,802.9925876055011
"45.4990782,-122.6837991",Starbucks,Coffee & Tea,700 SW Campus Dr,$,3.0,20,Open,208.59187301553587
"45.4990782,-122.6837991",Willamette Valley Tour,Wine Tours,"Portland, OR 97202",n/a,5.0,8,Open,957.486904085939
"45.4990782,-122.6837991",Su Thai Kitchen,Food Trucks,3714 sw Macadam Ave,n/a,5.0,21,Open,932.3022634294408
"45.5014076,-122.5788622",Sokongdong Tofu & BBQ,Korean,2850 SE 82nd Ave,$$,4.0,302,Open,111.3601851410696
"45.5014076,-122.5788622",Bun and Pho House,Vietnamese,2838 SE 82nd Ave,$$,4.0,65,Open,98.05379647524137
"45.5014076,-122.5788622",The Rockin' Crab & Boiling Pot,Cajun/Creole,2850 SE 82nd Ave,$$,3.5,346,Open,121.29576832751928
"45.5014076,-122.5788622",O'sushi,Japanese,2838 SE 82nd Ave,$$,3.5,245,Open,98.05379647524137
"45.5014076,-122.5788622",Thai Fresh Restaurant & Catering,Thai,8409 SE Division St,$$,4.0,286,Open,434.9948544047022
"45.5014076,-122.5788622",Mixteca Mexican Restaurant,Mexican,2320 SE 82nd Ave,$,4.5,115,Open,558.5121498956491
"45.5014076,-122.5788622",Master Kong,Noodles,8435 SE Division St,$$,4.0,450,Open,444.54459235788414
"45.5014076,-122.5788622",Kenny's Noodle House,Chinese,8305 SE Powell Blvd,$$,4.0,599,Open,405.96654176267714
"45.5014076,-122.5788622",Kkoki Korean BBQ - Portland,Korean,8001 SE Powell Blvd,$$$,3.5,164,Open,279.2338036912798
"45.5014076,-122.5788622",Yan Zi Lou,Chinese,2788 SE 82nd Ave,$$,3.5,35,Open,110.01207980162711
"45.5014076,-122.5788622",Ha VL,Vietnamese,2738 SE 82nd Ave,$$,4.5,334,Open,138.76163525111585
"45.5014076,-122.5788622",El Inka,Latin American,8560 SE DIVISiON St,$$,4.0,173,Open,484.1517963981498
"45.5014076,-122.5788622",Van Hanh Vegan Restaurant ,Vegetarian,8446 SE Division St,$,4.0,272,Open,415.2302754209297
"45.5014076,-122.5788622",El Tapatio Restaurant,Mexican,2627 SE 82nd Ave,$$,3.5,119,Open,269.6202406128434
"45.5014076,-122.5788622",Beijing Hot Pot,Chinese,2768 SE 82nd Ave,$$,4.0,211,Open,129.97433096839427
"45.5014076,-122.5788622",My Brother's Crawfish,Southern,8230 SE Harrison St,$$,3.5,711,Open,705.1010489666963
"45.5014076,-122.5788622",Pho Hung,Vietnamese,3120 SE 82nd Ave,$,3.5,354,Open,192.26916237321313
"45.5014076,-122.5788622",Jin Jin Deli,Chinese,8220 SE Harrison St,$$,4.5,109,Open,757.9049943243017
"45.5014076,-122.5788622",Chungdam Korean Fusion,Korean,7901 SE Powell Blvd,$$,4.0,251,Open,468.0103668840679
"45.5014076,-122.5788622",Rosita's Place,Mexican,3405 SE 82nd Ave,$,4.5,87,Open,379.91298813296373
"45.5258454,-122.6814197",Deschutes Brewery Portland Public House,Brewpubs,210 NW 11th Ave,$$,4.0,3487,Open,139.9342406599453
"45.5258454,-122.6814197",Mediterranean Exploration Company,Mediterranean,333 NW 13th Ave,$$,4.5,951,Open,240.29586422202036
"45.5258454,-122.6814197",Andina,Wine Bars,1314 NW Glisan St,$$$,4.5,3242,Open,252.78072170976574
"45.5258454,-122.6814197",Screen Door Pearl District,Southern,1131 NW Couch St,$$,4.5,682,Open,248.5138453616345
"45.5258454,-122.6814197",Piattino,Italian,1140 NW Everett St,$$,4.0,524,Open,152.13215173737865
"45.5258454,-122.6814197",Arden ,American (New),417 NW 10th Ave,$$$,4.5,191,Open,27.506803161875293
"45.5258454,-122.6814197",Janken,Japanese,250 NW 13th Ave,$$$$,4.5,208,Open,227.4886614848602
"45.5258454,-122.6814197",Farmhouse Kitchen Thai Cuisine,Thai,121 NW 9th Ave,$$,4.0,530,Open,241.76030913438467
"45.5258454,-122.6814197",Lechon,Tapas Bars,113 SW Naito Pkwy,$$$,4.5,1825,Open,970.7053562439291
"45.5258454,-122.6814197",Trattoria Gallo Nero,Italian,903 NW Everett St,$$,4.0,310,Open,101.49510418134895
"45.5258454,-122.6814197",Allora,Italian,504 NW 9th Ave,$$,4.0,337,Open,154.4114808908012
"45.5258454,-122.6814197",Eleni's Philoxenia,Greek,112 NW 9th Ave,$$,4.0,364,Open,237.88880193032304
"45.5258454,-122.6814197",Cider Bite,Bars,1230 NW Hoyt St,$$,4.5,256,Open,231.05829126166117
"45.5258454,-122.6814197",Luc Lac,Vietnamese,835 SW 2nd Ave,$$,4.0,4096,Open,1099.4425705965596
"45.5258454,-122.6814197",Tanner Creek Tavern,Bars,875 NW Everett St,$$,4.0,133,Open,139.17392108854182
"45.5258454,-122.6814197",Oven and Shaker,Pizza,1134 NW Everett St,$$,4.0,799,Open,143.41820054185342
"45.5258454,-122.6814197",Butterfly Belly Asian Cuisine,Vietnamese,323 NW Park Ave,$$,4.0,527,Open,154.94267499442088
"45.5258454,-122.6814197",Papi Chulo's,Tacos,611 NW 13th Ave,$$,4.0,346,Open,293.6450136319288
"45.5258454,-122.6814197",Teardrop Cocktail Lounge,Lounges,1015 NW Everett St,$$,4.5,927,Open,71.93756792066938
"45.5258454,-122.6814197",Republica,Mexican,100 NW 10th Ave,n/a,4.0,198,Open,228.6415636778932
"45.53496857,-122.653631",Bluefin Tuna & Sushi,Sushi Bars,1337 NE Broadway St,$$$,4.5,244,Open,157.87248653032887
"45.53496857,-122.653631",Blossoming Lotus,Vegan,1713 NE 15th Ave,$$,4.5,1305,Open,225.66857863384473
"45.53496857,-122.653631",Pastini,Italian,1426 NE Broadway St,$$,4.0,327,Open,219.63984725477894
"45.53496857,-122.653631",Ox,Argentine,2225 NE Martin Luther King Jr Blvd,$$$,4.5,1240,Open,812.5425909586818
"45.53496857,-122.653631",Petisco,Sandwiches,1411 NE Broadway,$$,4.5,390,Open,198.77213183543498
"45.53496857,-122.653631",Capitol Bar & Lounge,Karaoke,1440 NE Broadway St,$$,3.5,122,Open,234.2607138686822
"45.53496857,-122.653631",Charm Thai Restaurant,Thai,1411 NE Broadway,n/a,4.5,49,Open,198.77213183522161
"45.53496857,-122.653631",Black Water,Vegan,835 NE Broadway,$$,4.5,288,Open,247.32244649055028
"45.53496857,-122.653631",Frank's Noodle House,Chinese,822 NE Broadway St,$$,3.5,1237,Open,262.9989309846326
"45.53496857,-122.653631",Captain’s Choice Cajun Seafood,Cajun/Creole,1621 NE 10th Ave,$$$,4.0,67,Open,172.44690551797103
"45.53496857,-122.653631",Sushi Ohana,Japanese,1422 NE Broadway St,$$,3.5,352,Open,205.25465448175092
"45.53496857,-122.653631",The Pocket Pub,Cocktail Bars,2719 NE 7th Ave,$$,4.5,180,Open,919.7832637148608
"45.53496857,-122.653631",McMenamins Broadway Pub,Breweries,1504 NE Broadway St,$$,3.0,200,Open,261.3935886473023
"45.53496857,-122.653631",Milo's City Cafe,American (Traditional),1325 NE Broadway St,$$,4.0,486,Open,147.54049789318586
"45.53496857,-122.653631",Taste Tickler,Sandwiches,1704 NE 14th Ave,$,4.5,395,Open,178.96644775812015
"45.53496857,-122.653631",Jade Rabbit at The Emerald Room,Asian Fusion,2117 NE Oregon St,$$,4.5,327,Open,994.7711098001117
"45.53496857,-122.653631",Culmination Brewing,Breweries,2117 NE Oregon St,$$,4.5,183,Open,1019.9252145034773
"45.53496857,-122.653631",Han Oak,Korean,511 NE 24th Ave,$$$$,4.0,330,Open,1296.2058887302217
"45.53496857,-122.653631",Swift Lounge,Lounges,1932 NE Broadway,$$,4.0,433,Open,592.8982260341621
"45.53496857,-122.653631",Friendship Kitchen,Vietnamese,2333 NE Glisan St,$$,4.5,175,Open,1304.1605137612603
"45.4900193,-122.5688739",Giants NY Pizza & Subs,Pizza,4415 SE 92nd Av,n/a,4.5,82,Open,29.8945629031839
"45.4900193,-122.5688739",Gyro House Mediterranean Grill,Mediterranean,8140 SE Cora St,$,4.0,365,Open,809.4366115053303
"45.4900193,-122.5688739",Kenny's Noodle House,Chinese,8305 SE Powell Blvd,$$,4.0,599,Open,1104.611681640843
"45.4900193,-122.5688739",Chungdam Korean Fusion,Korean,7901 SE Powell Blvd,$$,4.0,251,Open,1290.6967915026135
"45.4900193,-122.5688739",H K Café,Dim Sum,4410 SE 82nd Ave,$$,3.5,918,Open,710.3875353558203
"45.4900193,-122.5688739",TOKYO-YA RAMEN,Ramen,4328 SE 82nd Ave,$$,4.0,201,Open,752.1304655212516
"45.4900193,-122.5688739",La Arepa,Food Trucks,5716 SE 92nd Ave,$,4.5,55,Open,1001.4213384739493
"45.4900193,-122.5688739",Sherpa Kitchen,Himalayan/Nepalese,5716 SE 92nd Ave,$,4.5,56,Open,1001.4183036201614
"45.4900193,-122.5688739",Lents Park,Parks,SE 92nd Ave & Holgate Blvd,n/a,3.5,22,Open,22.096995554229235
"45.4900193,-122.5688739",Fujiyama Sushi Bar & Grill,Sushi Bars,4124 SE 82nd Ave,$$,3.5,289,Open,796.7807760058779
"45.4900193,-122.5688739",Rosita's Place,Mexican,3405 SE 82nd Ave,$,4.5,87,Open,1195.2928410362015
"45.4900193,-122.5688739",Best Baguette,Vietnamese,8308 SE Powell Blvd,$,4.0,548,Open,955.0147431667617
"45.4900193,-122.5688739",Taste of Afghan,Afghan,3905 SE 82nd Ave,n/a,5.0,36,Open,901.3455968910491
"45.4900193,-122.5688739",Zoiglhaus Brewing Company,German,5716 SE 92nd Ave,$$,3.5,254,Open,1001.8766397720386
"45.4900193,-122.5688739",Shawarma Express ,Mediterranean,3612 SE 82nd Ave,$$,4.5,103,Open,987.6591285024269
